,comment,sentiment
3249,이미 재인이 때문에 개망신당하는중,1.0
3250,뻔뻔한놈이야 ㅋㅋ,1.0
3251,참으로 엠빙신 스러운 편집이로다!! 많이 두려운가봐!!,1.0
3252,덜떨어지는 병신도 대통령하고있잖아요 지금 ㅋ,1.0
3253,근데 고개를 왜 그렇게 말하면서 좌우로 수십번 움직여대는지 이해가 안간다. 정서 불안인가? 하기야 문빨갱이하고 그 주변 공산당 추종자들보다는 나을거 같지만 한국은 다 그놈이 그놈이다.,1.0
3254,그럼 꺼져라 다른 나라로,1.0
3255,도리도리 졸라 잘하네 보는 사람 정신병 생기것다.,1.0
3256,문재인은 국민들을 진짜 정신병걸리게 만듬 ㄷㄷ,1.0
3257,편집자가 윤짜장 추종자냐? 편집 잘해줬네 ?,1.0
3258,"마봉춘씨, 이런거 올리지 마세요. 구역질 납니다.",1.0
3259,대가리를 겁나 흔드네. 어지러워 죽겠다. 석렬아~<br>근데 진짜 안봤어? 에이 그럴리가. ㅋ,1.0
3260,대가리 존나 흔드네<br>관상은 과학<br>넌 대통령감이 아니다 짜장아<br>꼭 똑같은 잣대로 심판 받아라,1.0
3261,ㅋㅋ토나오네 진짜,1.0
3262,"이미 누구는 아들이 해쳐먹고있고 <br><br>홍삼트리오<br><br>무현이는 처자식 ㅎ<br><br>문재인 &quot;권양숙 여사, 박연차 돈 13억원 받아&quot;<br>&quot;500만 달러, 노건호와 무관&quot;<br><br>입력 2009.04.12 <a href=""https://www.youtube.com/watch?v=JhCjDKttAkM&amp;t=16m45s"">16:45</a> <br>수정 2009.04.12 <a href=""https://www.youtube.com/watch?v=JhCjDKttAkM&amp;t=16m45s"">16:45</a>",1.0
3263,ㅈ랄,1.0
3264,재앙이 보셈,1.0
3265,아직도 머가리가 안깨졌네,1.0
3266,좌파식 물타기 이해력딸리니 대깨문이지 ㅋ ㅋ,1.0
3267,바보냐? 나이드신분 이명박 여자분 박근혜    이해력이 그렇게딸려서 정치뉴스는 어케보누 ㅋㅋㅋㅋ,1.0
3268,개냐? 도리도리 ㅋㅋㅋㅋㅋ 지랄도 지랄도 저런 찐따가 대권을 꿈꾸네,1.0
3269,그러게 대깨문들만 개돼지인데 기분 나쁘게 싸잡네,1.0
3270,윤십원 토왜냐? 한일관계 악화가 우리 정부탓이라니 그거 일본 극우들 주장인데.. 이런 놈을 지지한다는 20대 골빈 쉐키들..아무리봐도 요즘 젊은이들이 일베에 심하게 영향받은 것 같다. 꼴에 존심들은 있어서 아니라고 하는데 하는 행동은 일베 순화 버전이지,1.0
3271,법피아 양아치가 법복을 벗고난니 근거와 팩트가 필요한거니.?<br>무식한 인간아.<br>우리 국민의 보편적 의식보다 한참 뒤떨어진 인물이야.,1.0
3272,이게 좌파수준 ㅋ ㅋ 생각이 저급함  폭탄주를 만데 ㅋ ㅋ  머리에든게 그정도지 이러니 비서한테 성범죄저지르고 자살한 누구도 영웅만들어주는게 좌파들이지 🤗,1.0
3273,대깨들이 아무리 까도 윤석열이다. 윤석열보다 나은 사람  1사람이라도 터진당에 있다면  찍어준다.,1.0
3274,아 어지러워! 졸라 산만하네,1.0
3275,<del>틀</del>,1.0
3276,아바타 문죄앙 ㅋㅋㅋ,1.0
3277,아니 ㅅㅂ 홍준표 뽑고 싶은데 왜 너가 국힘으로 들어가냐?,1.0
3278,틀딱들 백날 홍준표밀어봐라 되긴하나ㅋㅋ,1.0
3279,윤석열 당선되면 좆된다 검찰개혁 힘들게 한거 이거 다시 윤석열이 검찰권한 크게 만들려고 검창총장 그만둔건데 이거 좆됨ㅋㅋㅋ,1.0
3280,검찰을 응원하는거냐 보수를 응원하는거냐 ㅋ그러니 그냥 빨갱이 만 거론하는 보수쌕끼들 ㅋ,1.0
3281,@00 1 대깨윤 화가 많이 났노 ㅋㅋㅋ,1.0
3282,개웃기노ㅋㅋ,1.0
3283,대깨문이라고 윤석열으로 될것같아? 다른사람 내세워라 ㅋㅋㅋㅋ,1.0
3284,대깨많네ㅋㅋ,1.0
3285,얘는 정서불안인가..? 왜 대가리를 저렇게 천박하게 흔들지..? 외국정상들하고 연설할때도 대가리 흔들꺼 아닌가...이게 대통령되면 나라 개망신이다..,1.0
3286,댓글에 홍어새끼들 만선이네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1.0
3287,MBC여서 그런가 트집잡는 대깨문 천지네,1.0
3288,@Mercy76 나도 박근혜 싫어해<br>대깨 틀딱처럼 종교가 아니야,1.0
3289,한방에골로가지,1.0
3290,ㅉㅉ,1.0
3291,"<a href=""https://www.youtube.com/watch?v=8gRfNGjHnO0&amp;t=0m46s"">0:46</a> 브금 ㅅㅂㅋㅋㅋㅋㅋ",1.0
3292,자는척하고잇지만 ㅂㄹ존나시리겟다.. 개무서워 ..,1.0
3293,와미쳤다ㅋㅋ 저거 잘못하면 골로가잖아~:::,1.0
3294,저 지랄하다 한번 쩌~~~어 쪽 살짝 발담그고 와야 새삶을 사는 기분이야 라고 정신차릴려나?,1.0
3295,미친,1.0
3296,존나 도라이같애요ㅜㅜㅜㅠㅠㅠㅜ 진짜 지릴듯,1.0
3297,엄마 침대는 날수 있오어<br><br>침대는 못날아요~<br><br>저기!<br><br><br><br><br><br><br><br><br><br><br><br>어머 시발,1.0
3298,죽어봐야 정신차리지.. 댜단하다,1.0
3299,그네씨가 가면 되겠네^^,1.0
3300,남자가 빨리 뒤지는 이유,1.0
3301,잠에 깬 나 어..어???? ㅅㅂ여기 어디야???<br>내려줘 내려줘 ㅅㅂ 내려주ㅝ어ㅗㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓ으아ㅏㅏㅏㅏㅏㅏㅏㅏㅏ!!!!!!!!!!!!!!!!!!!!!!!!,1.0
3302,겨우 15분간 자는척하는거   별 감흥이 없었는데  티비보고 4인 보드게임에 꼬치구이까지...이런건 ㅆㅇㅈ이지ㅋㅋㅋ,1.0
3303,몸부림치다 떨어짐 걍 뒤지는거 아님?ㅋㅋㅋ,1.0
3304,저지랄하다 또 누구같이 뒤져봐야 정신차리지,1.0
3305,뒤척이면 뒤질수도 있겠는데,1.0
3306,얼마 못살겄다 너도<br>쯧쯧<br>부디 사고없길,1.0
3307,진짜 좃간지네,1.0
3308,이건 미쳤다,1.0
3309,ㅂㅇㄹ,1.0
3310,와 강심장... 존나 무섭다 난 절대 못함 ㅋㅋ,1.0
3311,레알 잠들면 뒤질수있으니까 안대끼고<br>눈 뜨고 힘으로 버텼을수도 ㅋㅋ,1.0
3312,존나 유쾌하게 사노ㅋㅋㅋㅋㅋ,1.0
3313,알라가어딨어이새끼야,1.0
3314,잠꼬대하면 뒤지는거ㅋ,1.0
3315,저거 갑자기 바람 ㅈ같이 불면 위험할수도 있겠다,1.0
3316,내가 타면 뒤척이다 뒤지겠누,1.0
3317,고양이: 츄르 준다며 ㅅㅂ,1.0
3318,잔인하지만<br>빵꾸나서 존나 당황해갖고 멘탈 갈리는거 보고 싶다.,1.0
3319,ㅅㅂ ㅋㅋㅋㅋ 안전장비도 없는거 같은데 목숨 한 5개쯤 되나,1.0
3320,와 조땐단,1.0
3321,미친놈,1.0
3322,인생 ㅈㄴ 재밋게 사네 멋짐,1.0
3323,저정돈되야 관종이라 할수있지<br>방구석 여포쮠따들아 보고배워라♡♡,1.0
3324,시계 떨어지면 ㅈ 되는거 아님?,1.0
3325,가위눌리면 ㄹㅇ ㅈ되네ㅋㅋㅋㅋㅋ,1.0
3326,"<a href=""https://www.youtube.com/watch?v=Y9H1T9NUAJw&amp;t=2m36s"">2:36</a> 이건 존나빡침",1.0
3327,스포츠경기에 무례한 행동으로 선수들에게 피해 끼치고 손해입히고 다치게 하거나 희생케 하는 저런 방해 관중은 그냥 때려죽여야 돼. 그자리에서 밟아 죽여버려야 됨 존나 때려 죽여버려야 다신 저런짓 안 하지,1.0
3328,마지막에 개샛기는 된장마렵네,1.0
3329,&quot;병신 보존의 법칙&quot;,1.0
3330,조온나 혈압오른다,1.0
3331,아니 ㅅㅂ 지들이 당해봐야지 왜 무개념으로 왜 하는거야? 내가 당하면 쳐 죽일꺼 같은데 근데 할아버지 할머니 간판 든새끼는 ㅁㅊ놈이지 얼마나 힘들겠어 쉬지 않고 가는데 얼마나 억울하겠어 화나겠네,1.0
3332,진짜 서구권도 ㅂㅅ 많다니까..,1.0
3333,다죽이고싶네..,1.0
3334,가시박힌 너클이나 장갑끼고 달리면 안되냐 <br>튀어나온 새끼 있음 치게,1.0
3335,"캐리비안의 해적 명대사가 생각나네요.<br>&quot;세상은 넓고, 병신은 많다.&quot;",1.0
3336,선수마다 삼단봉 혹은 작은 나이프 하나씩 쥐어주고 저렇게 민폐 끼치는 진상이 있으면 즉결처분권까지 줘야 함 <br>만약에 충돌해서 넘어졌다? 바로 배에다 칼 한번 찌를 수 있게 해야 함,1.0
3337,그래도 개한민국처럼 가해자 모자이크 안해서 좋네. 시발 느그이니 범죄자인권위,1.0
3338,인간성 드러운 서양 문화  대단한 드러운 인간성이네,1.0
3339,그냥 자전거나 마라톤 선수들한테 한정해서 권총을 지급해야함 그걸로 길막하거나 씹민폐년놈들 쏴버리게 ㅋㅋ,1.0
3340,무슨 할머니 할아버지 힘내라고??  티비보냐??  어르신들 안보지 멍청이새끠,1.0
3341,저런새끼들은 어케해야 정신차리지?,1.0
3342,하여간 전세계적으로 관종새끼들은 어딜가나 문제구나 어휴 ㅋㅋ,1.0
3343,포르쉬에 박은 선수는 죽었겠는데..?<br>근데 ㅂㅅ인가 내리막 코너인데 왜 속도를 안줄여,1.0
3344,주최측이  병신들이지,1.0
3345,저거 부딪히자마자 ㅈㄴ튐 씹ㅋㅋㅋㅋ,1.0
3346,참 세상은 좁고 병신들은 많다,1.0
3347,미친것!!!  이  말밖에는 할 말이 없넹,1.0
3348,"<a href=""https://www.youtube.com/watch?v=Y9H1T9NUAJw&amp;t=1m08s"">1:08</a> 저 개색히 그대로 식물인간 됬으면",1.0
3349,젊은 나이의 에미나이들,1.0
3350,처음 보고 한 말이 미친 쉑이네,1.0
3351,와 저랬는데 넘어졌을때 선수가 아말없이 퇴장하는건 아니겠지? 나같음  아 씨발세끼야 니때문에 넘어졌다고 ㅈㄹ 발광할거같은데,1.0
3352,저걸 째넼ㅋㅋㅋㅋ 미친넘,1.0
3353,이런짓을 왜하는지 우리한테 왜물어보냐 제목 어그로밖에 없네 조회수에 눈돌아갔구나,1.0
3354,저 수백명 자전거+ 선수 치료비 전부 얼마냐..... ㄷㄷ ㅈ됫네,1.0
3355,"<a href=""https://www.youtube.com/watch?v=Y9H1T9NUAJw&amp;t=2m20s"">2:20</a> 저건 진짜 씹새끼다;;",1.0
3356,씨이발 저런새끼들은 보기만해도 분노가 차오른다 나만 이러는거 아니지?,1.0
3357,포즈 쳐 잡는거봐라 눈깔에 지건 ㅈㄴ마렵네 ㅋㅋㅋㅋㅋㅋ,1.0
3358,곱게 보고 꺼져,1.0
3359,인실좆,1.0
3360,넘어지면서 저 관중놈 걍 처벼렸으면 됬는데 ㄲㅂ,1.0
3361,ㅁㅊ놈인가 대체 저런짓을 왜하는건지 모르겠다 ㄹㅇ ㅋㅋ,1.0
3362,존나 패고싶다. 그냥 잡아놓고 존나 패고싶다.,1.0
3363,아 진짜 패드립 존나 박고 싶네,1.0
3364,이야 진짜 존나 빡치네,1.0
3365,2분 49초 저 ㅄ 운전자는 머고,1.0
3366,병신 보존법칙<br>병신하나가 나가거나 디지면 다시 새로운 병신이온다,1.0
3367,저 병신 벌금 200물고끝났어요ㅜㅋㅋ,1.0
3368,&quot;세상은 넓고 병신은 많다&quot;,1.0
3369,"<a href=""https://www.youtube.com/watch?v=Y9H1T9NUAJw&amp;t=02m11s"">02:11</a> 존나 쌤통이다 아구창 다 부셔져라",1.0
3370,관종짓하려고 팻말들고 도로에 나왔다가 부딪히고 상황보니까 ㅈㄴ심각하게 일이 커졌는데 딱 감이 오지 ㅈ됬다. 도망쳐야지. 잡히면 엄청난 배상금 물어야될걸.,1.0
3371,팻말들고있는놈 표정부터 역겨운데 ㅋㅅ,1.0
3372,미친년인지 놈인지 암튼 개념ㅈ같이없다 선수들은 그동안 힘들게 준비했을텐데...,1.0
3373,저사람들은 무슨생각으로 진로방해해서 사고나게만들어 ㅅㅂ 저런것들 처벌받게해야됨,1.0
3374,역시 그 성별,1.0
3375,일부러 핸들 건들인 노인네  사람새끼냐 나이처먹은 악마새끼냐  차문쳐연개기는 살인미수다,1.0
3376,머리에 지식이 없는건지 ... 아니면 그냥 미친 관종ㅅㄲ인 건지....,1.0
3377,마지막에 개충들은 사람이 개쳤다고 난리치겠네ㅋㅋㅋㅋ,1.0
3378,마지막 강아지는 이해한다.근데 뇌로 생각할 수 있는 새끼들이 저 ㅈㄹ하는건 뭐지,1.0
3379,저건 한국식으로 거리를 존나 띄어야 한다.  인간은 개돼지다 라는걸 전제로 코스를 만들어야됨.  일단 내 말의 뒷바침하는 근 거는 바로 이영상 ㅅㄱ,1.0
3380,내가 이상한건가?  저런 무개념놈들 왜 총으로 갈기고싶지,1.0
3381,대회 레전드가 약빨고 우승한 앂쓸렉기 대회인데 무슨 위대한 레이스??ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1.0
3382,그냥 뭐 상관없고 진짜 말그대로 그냥 지ㄹ 하는거구나.. ㄹㅇ 개지리네,1.0
3383,뚝배기마렵네,1.0
3384,서양 똘아이들이 찐또라이가 더 많은 듯.. 행동의 동기 이해 자체가 안된다,1.0
3385,그냥 쫌 짜져서 조용히 보세요;;,1.0
3386,뭔 저런 미친놈이 다 있냐 정신나이가 초딩?,1.0
3387,웃고있는 표정 개띠껍네,1.0
3388,진짜 존나 패버리고 싶다,1.0
3389,"<a href=""https://www.youtube.com/watch?v=Y9H1T9NUAJw&amp;t=3m03s"">3:03</a> 보신탕 드가자 ㅋㅋ",1.0
3390,진짜 하는짓들이 개같네,1.0
3391,개념이 없으면 죽어야한다,1.0
3392,개빼곤 다때려죽이고싶네ㅋㅋ 관종들,1.0
3393,총갈기고싶네,1.0
3394,뒤에 관중들 저 미친년 안붙잡고 뭐했냐,1.0
3395,마지막은 진짜 개새끼네,1.0
3396,댕댕이는 동물이니까 이해해도 좆간들은 뭐냐? 머리에 뭘 달고 다니는거야?,1.0
3397,"<a href=""https://www.youtube.com/watch?v=Y9H1T9NUAJw&amp;t=2m50s"">2:50</a> 와;;; 다른건 다 그냥 봤는데 이건 최소 반병신됐는데;;;??",1.0
3398,미 췸 뇸  이그  좃텐다,1.0
3399,자전거 탈때 넘어지면 얼마나 아픈데 자전거 대가리 찍어버릴라,1.0
3400,끝에 개망신~~,1.0
3401,저자는 중국인의 자손이에요.<br>우린 그래서 욕을하기로 했어요.<br>뭐라고하냐고요?<br>ㅈ같은무계념 관중이라고요.,1.0
3402,거의 페미니스트 수준으로 민폐네,1.0
3403,???:할머니 할아버지 힘내세요<br>쾅ㅡㅡ 5우 C벌 뭐여<br>ㅈ됬다 튀어!!!,1.0
3404,표정 개패고싶네,1.0
3405,&#39;그성별&#39; ㅋㅋ,1.0
3406,정말이지 선진국이라고... 까부는 저런 나라에 답없는 무식한 또라이들 많다....,1.0
3407,"<a href=""https://www.youtube.com/watch?v=Y9H1T9NUAJw&amp;t=2m58s"">2:58</a>ㅈㄴ 천천히 나오네 이정도면 고의아님?",1.0
3408,고문관색히들 이지  암적인존재,1.0
3409,관심종자,1.0
3410,할아버지 할머니 힘내세요 ㅇㅈㄹ하고 자빠졌네 니가 이러면 느그 할아버지 할머니가 힘이나겠냐ㅋㅋㅋㅋㅋ,1.0
3411,세상 각지에 ㄸ라이들 진짜 많다...,1.0
3412,에혀 대가리에 뭐가 처 들었는지 ㅡㅡ<br>개념 없는세리들 저런것들 못들어오게 하지 ㅡㅡ<br>선수들 저런 경기하기 위해서 얼마나 노력 했겠노<br>한순간에 물 거품 되는건데....<br>그리고 넘어지면 심하게 다치고 심하면<br>평생 불구로 살아야하는데.<br>주체측이 너무 안일하구만ㅡㅡ,1.0
3413,"저런 새끼들을 &#39;무뇌충&#39;이라고 하지만...<br>일단, 끝까지 추적해서 잡아야죠.<br>영혼까지 싹 털어야겠고요.",1.0
3414,정작 잘못한 사람은 존나 떳떳하게 서있네,1.0
3415,저 댕댕이 개념없네 치여놓고 아무렇지도 않게 일어나 가던 길 가네 저런 무개념 댕댕이 때문에 좆냥이파가 욕하는거임,1.0
3416,스포츠계를 좀먹는 무식하고 천박한 기생충들이지 ㅉㅉ 잡아 감옥에 평생가둬라,1.0
3417,저 상황을 내고 바로 도망간거임 ? <br>오또케 오또케 ㅇㅈㄹ하면서 발 동동 구르고 잇어야 정상아님??<br>잡아서 죤나 패고싶네 와꾸 한번 보고싶다 ㅋㅋㅋㅋ 무슨 표정으로 어떤 말을 할질 ㅋㅋㅋㅋ,1.0
3418,유충들,1.0
3419,저런짓하는새기들 면상보면 하나같이 다 씹덕후같이생기먹었음,1.0
3420,"저런 폭주족 빙신?들이 한강에도 ㅈㄴ 많다는것이 현실<br>자라니 40쏜다.(합법)(처벌 법률이없음)<br>킥라니 40쏜다.(불법)(속도제한 위반,PM운행방법 위반)<br>우리나라는 저 ㅆㄲ들보단 덜하지만 한강서 최대 65 쏘다가 따릉이 타던사람치어 그 사람 죽인 그 사실을 잊지않도록(따릉이 유저들 무슨죄임???)",1.0
3421,내가 저기선수라면 진짜 개패듯이 패고싶을듯 선수들은 저기에 목숨거는데 저기보는새끼들은 관종마냥 장난질이네,1.0
3422,개같은 새끼들이라면서 보고 있었는데 마지막에 진짜 개가 나오네...,1.0
3423,유럽애들이 병신 진짜 ㅈㄴ많음,1.0
3424,와 ㅅㅂ 죽여버리고 싶네,1.0
3425,뚜르 드 프랑스에서 저 ㅈ랄한거면 진짜 ㅋㅋㅋㅋㅋ 주최측에 고소당하는거 + 신상털려서 매장당할각인데,1.0
3426,진짜 개병신이긴해 떡하니 달려오는게 몇명인데 계속 쳐들고잇냐 ㅋㅋ,1.0
3427,차에 박아서 안뒤진거같은데 코너 절대 못꺽었겠구만,1.0
3428,도로로 나오면 공봉으로 대가리깨버리면 쫄아서못나올텐데,1.0
3429,굳이 시참 하겠다고 ㅈㄹ하는 잼민이 같....,1.0
3430,개념도개념이고 씨발 저 좁은도로에 먼 공간도없이 대회주체하는거도 문제다ㅡㅡ,1.0
3431,그냥 치어 죽지 아깝다,1.0
3432,마지막은 ㄹㅇ 개관종이네,1.0
3433,ㄴㄴ 개는 보신탕끓이던가 안락사 시캬야지,1.0
3434,저런 놈 들은 뒤지게 처 맞아야 한다.<br>지가 뭘 잘못 했는지 스스로 알 때 까지 .,1.0
3435,빠따로 온몸을 골절시켜야한다 .,1.0
3436,사람은 구속하고 배상때리고 <br>개는 가마솥으로~,1.0
3437,"<a href=""https://www.youtube.com/watch?v=Y9H1T9NUAJw&amp;t=1m09s"">1:09</a> 뭘 쳐 웃어 잡아다가 뺨 존나 후려치고 싶네",1.0
3438,와 저 선수들은 인생걸고 임하는 경기에 저지랄 앰병하면 진짜 죽여버리고 싶겠다...,1.0
3439,개념 ㅈㄴ없네,1.0
3440,무식한새키들아 니들이다치는건ㅈ도신경안써  니들이 한짓들때문에 무고한선수들이 다치거나 사망한다고,1.0
3441,결승선 앞에서 쳐 막고 미는 새끼들 진짜 씨1발새끼라는 말 밖에 안나오네,1.0
3442,"<a href=""https://www.youtube.com/watch?v=Y9H1T9NUAJw&amp;t=0m15s"">0:15</a> 이건 ㄹㅇ 다시봐도 ㄱ 지린다 ㅎㅎㅋㅋㅋ ㅈㄴ 웃기네 미친놈 한명땜에 뭔 꼴이람",1.0
3443,ㄱㅅㄲ들 왜이렇게 많냐 했는데..<br>마지막은 진짜 ㄱㅅㄲ엿네ㅋㅋㅋ,1.0
3444,민폐것들과 민폐나라까지.!ㅅㅂ,1.0
3445,우리나라 자라니들 저기가서 다 저렇게 당해야하는데,1.0
3446,어이구..할머니가 아주 좋아서 힘이 펄펄나것다..ㅅㅂ놈ㅋㅋㅋㅋ<br>집가서 틀니로 ㅈ나처맞았을꺼다.,1.0
3447,세상에 정상적인 사람은 많고 미친놈들은 존나 많다,1.0
3448,우리나라 노인네들,1.0
3449,마지막 강아지 뭐여 씨벌,1.0
3450,@시진핑꼬봉_문꼴통 제정신 아닌 인간이 여기도 있네.  미친 거지.  미친 거야.  병원 가보세요.,1.0
3451,@시진핑꼬봉_문꼴통 병신 인증하나요?,1.0
3452,@시진핑꼬봉_문꼴통 내가 왜 문재인을 좋아함? 솔직히 이런 영상에 난데없이 문재인 운운하는건 미친놈인가,1.0
3453,강아지 정도 되야 치인게 불쌍하지 너희 같은 ㅅㄴ들은 지옥에나 가라,1.0
3454,ㅋㅋ 개돼지들 특징,1.0
3455,무지성 ㄹㅇ 개패고싶네,1.0
3456,너네 부모님도 너 쪽팔려서 평생 숨길듯,1.0
3457,팻말 들고있던 미친새끼 패죽이고싶다 ㅋㅋㅋ,1.0
3458,시박꺼 이시국에 저런경기를 개최하네,1.0
3459,진짜  때려죽이고 싶다,1.0
3460,ㅂㅅ국을 만들어서 ㅂㅅ짓거리하면 통제하에 교도소처럼은 아니여도 기관에서 관리하에 거기로 보냈으면 좋겠다. ㅂㅅ벌점제도로 그 점수가 거즘 차면 그쪽으로 다보내버려서 클린한 사람들만 남았으면.. 전세계의 ㅂㅅ지옥이 되겠지.,1.0
3461,대회중에 저지랄하면 그냥 죽이면 안됌?,1.0
3462,어딜가도 저런 개 돌 대가리 들 있어,1.0
3463,고소 안 하면 나는 아파트 옥상에서 뛰어내린다. 짜증 ㅈㄴ 나네,1.0
3464,이거 살인미수 아니냐? 미친새끼네,1.0
3465,세상 병쉰들 참 많네. 고소당해서 징역 5년이상 살아라.,1.0
3466,하여튼‥<br>유럽보안 꼬라지하곤ㅡㅡ;;;,1.0
3467,ㄹㅇ 내가 자전거 선수였으면 자전거들어서 대가리 찍었을건데,1.0
3468,나같으면 칼로 찔르다 손목발목힘줄 잘라버릴거야 그자리에서,1.0
3469,길가에 자전거 킥보드 세워놓는 씹놈들도 똑같다,1.0
3470,"<a href=""https://www.youtube.com/watch?v=Y9H1T9NUAJw&amp;t=3m10s"">3:10</a> 가마솥에 누렁이",1.0
3471,@그린티 그래도 저건 자전거가 코너에서 감속 안하고 ㅈㄴ빨리 밟아서 자전거부주의 맞는거 같은데?,1.0
3472,클릿을 얼굴에다 끼우고 싶네 ㅅㅂ,1.0
3473,이세상의 법칙 병신이너무많다 근대 병신들이너무 잘산다 결론 어이가없다,1.0
3474,ㅇㅇ자라니 뜨끔 해서 발짝 하시네,1.0
3475,자린이 발짝하네  물론 동영상 잘못된거지만 갑짜기 튀어 나오는 자린이들 죽여버리고 싶던데,1.0
3476,세상엔 참 병신들이 많구나,1.0
3477,페미 쿵쾅이들 왜 조용하냐.,1.0
3478,저런건 처벌 안 하냐?<br>진짜 개노답 관중ㅉ,1.0
3479,마지막에 개깔리는거 불쌍하면서 ㅈㄴ 웃기넼ㅋㅋㅋ,1.0
3480,오 국뽕러들 자멸한줄 알았는데 살아있었노?,1.0
3481,@민현태 보신탕 마렵네,1.0
3482,또라이 총량의법칙: 어딜가나 일정량의 또라이는 존재한다,1.0
3483,ㅂㅅ들 왜얘 많아,1.0
3484,마지막은 보신탕 or 안락사,1.0
3485,노란색 그냥 모가지 꺾어버리고 싶네,1.0
3486,ㅇㅈ 진짜 답답했어요<br>개관리 제대로 하지 저러놓고는 지 개다치면 ㅈㄴ 급발진쳐함,1.0
3487,왜 저지랄을 하까?,1.0
3488,빡대가리들는 쥭여야함,1.0
3489,정신병자,1.0
3490,저년 프랑스에서 수배?? 잡고 있다고 하던데...<br>자전거가 보통 1500만원 이상에 100배이상 파손.... 인실좆 제대로 보여줘야 함!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!<br>같은??? 은 아니고.. 동호인 수준의 취미를 갖고 있는 저에겐 너무나도 화가 나는 소식이었습니다.<br>생방송으로 보다가 맨붕....,1.0
3491,어딜가나 병ㅅ들은 존재한다ㅋㅋ,1.0
3492,도로차지하고 무개념행동하는 자라니들이나 핸들털어주지 선수들한테 왜 ㅈㄹ이누,1.0
3493,인실ㅈ이 뭔지 똑똑히 보여줬으면 좋겠네요,1.0
3494,팻말 든 년 꼭 찾아내서 억대로 죗값 치뤘으면 좋겠다,1.0
3495,자라니쉑ㅋㅋㅋㅋㅋ,1.0
3496,패미스럽다,1.0
3497,꼭 저렇게 애미 없는 것들이 있다 그죠,1.0
3498,스프녀네,1.0
3499,와 ㅅㅂ 지전거 값이 몇천은 할텐테 저새끼 ㅈ됐네 ㅋㅋㅋ,1.0
3500,인간의 존엄성 인권 그딴거 다 떠나 저런쉑들 그냥 데스노트에 박아서 그자리에서 즉사시키고 싶다...,1.0
3501,저러면서 우리나라 국민성을 지적질하고 ㅋㅋㅋ 어이 없네 달팽이나 처먹어,1.0
3502,여자가 여자했네,1.0
3503,몽타주가 전부 꼰대들인데?!,1.0
3504,일본 빼야지 일본을 왜낌 ㅋㅋ 친일파들인가? 그러면 독도도 일본땅이라 짖거리셈 그냥,1.0
3505,요즘 뚜르드 즐겨보는데 개패고 싶네요ㅎㅎ,1.0
3506,개짓거리 하는게 문쩝쩝이 같네,1.0
3507,또 여자야ㅋㅋㅋ 역시 큰일은 여자가^^,1.0
3508,@윤인준 차라리 어디사는 누구인지 얼굴까지 까지 절!대 고소 안되노ㅋㅋ 죽을똥 살똥 고소해봐라,1.0
3509,저런것들은 뒤지게 패도 무죄 아님?,1.0
3510,쳐 죽여야됨,1.0
3511,미쳤나,1.0
3512,패죽이고싶다,1.0
3513,죽여버리고싶다~,1.0
3514,개미 새끼들 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1.0
3515,저런 병신들은  본보기로 사형시켜야 정신차릴듯,1.0
3516,저거 고의는 아닌게 쳐찍다가 병신같은 눈으로 뒤늦게 보고 피하려했는데 이미 저 눈병신을 보고있던 자전거타는사람은 계속가도 안피해서 옆으로틀었더니 눈병신도 뒤늦게보고 피하다가 어? 하고 자전거 막아버린거...개 병신인거임 왜 경로방해하는건지;; 학교서도 지나가다가 친구끼리 비켜주려다가 가끔 서로 생각같아서 연속으로 좌우로 같이움직이는데 은근 쪽팔리는 실수있는데 그런느낌인듯;;,1.0
3517,가정에 &#39;병신&#39; 하나 태어나면 가정이 쑥대밭되는거와 똑같은 이치. <br>행복했던 부부의 장미빛 미래는 &#39;병신새끼&#39; 하나 태어남과 동시에 모든 계획이 싸그리 무너진다.<br>국가와 사회에도 저런 장애아 하나 생기면 많은 돈과 노력을 쓸데없이 허비해야되는 경우가 많다.,1.0
3518,나 같으면 그 자리에서 존나 개빡쳐서 존나 소리지르면서 그새끼 조졋음,1.0
3519,ㅅㅂ 열받네,1.0
3520,개패고 싶다 ㄹㅇ,1.0
3521,팻말 처 들고 있는 자세부터 재수없네,1.0
3522,ㅋㅋㅋㅋ이 나라에도 ㅇ         ㅐ ㅁ           ㅣ ㄷ     ㅣ진사람 많구나 우리나라에만 있을줄알았는데,1.0
3523,저런애들은 맥그리거가 그냥 패서 떡으로 만들어야함,1.0
3524,개1새끼 때매 빵터졋네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1.0
3525,내가 저 관중때문에 넘어지면 뺨 ㅈㄴ때린다,1.0
3526,@Life Sound 쟤 남자야 이 쥐ㅈ만한 게이야...눈 수술해라,1.0
