,0
6073,"※회개의합당한열매를 맺으십시요. 주님께서 오시고 계십니다. 예수님을 구세주로 영접하고  성령으로써 거듭나서 죄의 악한기질과 죄의성질들을 버리고 &#39;개과천선&#39; 하고 살아가십시요. 곧 메시야께서 오십니다.<br>여러분에  영혼을 영원한생명을 얻도록 준비하십시다.  이세상은 지구는 멸망의 때가 다 되어가고 있습니다.  음란, 부도덕, 불경건함, 동성애, 레즈비언니즘, 낙태죄, ...등등 수없이 많은 죄들이 세상에 가득합니다.  코로나는 지구의 시간이 이제 다 됬고 멸망의때가 다다랏으니 모든사람은 회개하고 거룩하게 살고 예수님을 구세주로믿고 , 십자가를 짊어지고 죄를 멀리하고 천국을 준비하라는 하나님의명령  싸인입니다.<br><br>※ 맨밑으로 내려 보시면  &#39;아더박채널&#39;    있습니다.<br><br>유투브에서 검색 (회개와   거룩함   사역회),  또는    영어로   &#39;아더박채널&#39;<br> 링크를 실시간으로 올라오는 영상을 여러분에게 알려서 천국을 준비하도록 하였으나 유투브에서 영어로 &#39;아더박채널&#39;  영어 글씨도 검색되지 못하게 &#39;원천봉쇄 차단&#39;하고 있으니 여러분께서 여러분의 영혼을 죄로부터 지키고  천국을 들어갈준비를 직접 노력하시길 기도합니다. (회개와    거룩함    사역회)로 이메일 주소로 (이름과 연락처 보내주시면 됩니다), 메시야께서 곧 오십니다.모두 회개하시고 거룩함으로 합류하시고 들어오셔서 천국을같이 들어가도록 준비합시다. 이제 지구에 끝날의 시간이 다 됬기때문입니다.<br><br>이멜주소:<br>parkhsa@<a href=""http://gmail.com/"">gmail.com</a>,<br><br> *-2955-2112, *-5376-8043 <br><br><br><br>(월,목,토   새벽2시에  선지자님 말씀이 있으니 꼭 들으시고 천국을 준비하십시요.)...........! <br>유투브 검색 .. 영어로 &#39; 아더박채널 &#39;검색    &#39;구독 &#39;  눌르고 알람 실시간   들으세요. <br><br><br><br>.<br>.<br>.<br>.<br>YouTube에서 &#39;치유집회 - 하나님의 사자, 기적을 행하는 권능에 선지자, <br><a href=""https://youtu.be/rBtBkeYWZcU"">https://youtu.be/rBtBkeYWZcU</a><br><br><br>하나님의권능에 사자, 두증인, 두선지자님에 말씀을 항상 귀담아 듣고 회개하고 거룩하게 살아가는자는 천국을 들어갑니다. 그러나, 듣지않고, 농담으로 여기거나 무시하는자는 하나님에  심판이 기다립니다.<br><br>YouTube에서 &#39;회개와   거룩함   사역회 <br><a href=""https://youtu.be/y_j5cJdHnw0"">https://youtu.be/y_j5cJdHnw0</a><br><br><br><br><br>Global Friday Revival Service, October 30, 2020 <br><a href=""https://youtu.be/_g2sahBPjCE"">https://youtu.be/_g2sahBPjCE</a><br><br><br><br><br><br><br>스펠링을 모두 붙여서 유투브 검색해야 나옵니다.(   아   더   박   채    널   )<br>유투브에서 모두 링크를 막았네요...여러분이 검색하셔서 찾으세요.  여러분의 영혼에 목숨이 걸린 중대한 일입니다. <br><br>스펠링을 단어를 모두 붙여서 유투브에 검색  하시면 됩니다. ( A R T H U R  P A R K C H A N N E L )<br><br><br><br><br><br><br><br><br><br>YouTube에서 &#39;Days of Elijah : Paul Wilbur, 지금은  &quot;두증인 &quot;  모세와 엘리야께서 마지막시대를 회개하고 거룩하게 살고 휴거를 준비하라. 하나님의  권능으로 메시야께서 오심을 증거하시는 때입니다...!<br><a href=""https://youtu.be/rJwLHkZxUps"">https://youtu.be/rJwLHkZxUps</a><br><br><br>예수님께서 곧, 오십니다. 누구든지 (진심으로 참회개하고 날마다 예수님에 보혈의권능에 죄사해주시는 능력를 의지하고 십자가를짊어지고 예수님을 따르며 인격과 성품이 거룩하게 변화되어 거룩한행실이 나타나지않으면 지옥갑니다. 회개하고 거룩하게 &quot;개과천선&quot;하여져서 거듭나서 살아가십시요. 예수님처럼 거룩한성품으로 변화시키지않으면 입으로만 주둥이로만 믿는것이고  지옥갑니다.  참회개로써 거듭나서 선한양심으로 돌이키십시요.그렇지않고 하나님영께로 순종하지않는다면  지옥갑니다.<br><br><a href=""https://youtu.be/Iy_JCmarSh8"">https://youtu.be/Iy_JCmarSh8</a><br><br><br>사람이 사탄마귀루시퍼(뱀)의   꼬임의 말에 순종하여 &quot;선악과&quot;를 훔쳐먹고 하나님께서 먹지말라는 경고를 불순종&quot;함으로  지옥으로 들어갈수밖에 없는 운명이었지만, 긍휼과자비가 많은신 하나님께서 하나님의 하나밖에없는 독생자를 모든사람들을 대신해서 십자가에 죽게하시고 구원하여 놓으셨습니다. 이제 누구든지 참회개하고 거룩하게 살고 하나님께 순종하는자는 영원한천국을 들어갈수있게 되었습니다. <br><br><a href=""https://youtu.be/o81xmYxNtT4"">https://youtu.be/o81xmYxNtT4</a><br><br><br>에덴동산에서 첫사람 &quot;아담과 하와&quot;때에 사탄마귀의 꼬임으로 &quot;선악과일&quot;을 하나님께서 사람에게 말씀했던 선악과를 먹으면 죽으니까 절대로 먹지말라. 라고 사람에게 하나님께서 명령하신 말씀을 사람은 어기게되고 하나님의것을 훔쳐서 먹게되어 모든사람은 죽어서 반드시 심판을 받고 천국과 지옥을 들어가는 운명에 놓여있습니다.  죽음으로 끝나는것이 아니고, 이세상에서 하나님영께 진심으로 회개하고 어린양의보혈에 피의 거룩한옷을 입고 내이웃을 사랑하고 회개에합당한삶을 거룩하게 살고 믿음을 지키기위해서 예수님처럼 십자가를 짊어지고 죄의성질을 버리고 살아왔는지를 심판날에 심판을 하시는것입니다.  <br><br>한번 죽는 것은 사람에게 정해진 것이요 그 후에는 심판이 있으리니 (히브리서 <a href=""https://www.youtube.com/watch?v=abVOZRmEw4g&amp;t=9m27s"">9:27</a>~ )<br><br><br>. “진실로 너희에게 이르노니 네가 호리라도 남김이 없이 다 갚기 전에는 결단코 거기에서 나오지 못하리라”(마태복음 <a href=""https://www.youtube.com/watch?v=abVOZRmEw4g&amp;t=5m26s"">5:26</a>~ ) <br><br><br>영접하는 자 곧 그 이름을 믿는 자들에게는 하나님의 자녀가 되는 권세를 주셨으니 (요한복음 <a href=""https://www.youtube.com/watch?v=abVOZRmEw4g&amp;t=1m12s"">1:12</a>~)<br><br><br>사람은 죄의 피가 육신에 성격에 혼속에 죄의피가 들어가있기 때문에 ..원래부터 부모의말씀을 듣기싫어하고 하나님께 순종하기 싫어하고 죄가 있어도 없는척 숨기고 감추려는 저질적인 성격과 회개를 하기를 싫어하고 오히려 회개를 하라고 외치는 사람들을 싫어하고 하나님을 싫어하는 본성적인 저질의 성격이 사람들 육신과 혼속에 아담과하와가 선악과를 몰래먹었을때부터 죄의 저질적습성이 유전되어져서 들어있습니다. 그러나, 반드시 하나님은 모든 사람은 죄를 하나님영께 회개기도로써 무릎끓고 회개 자복하고 선한양심으로 변해서 거룩하게 죄짓지말고 살것을 명령했습니다.<br><br>&quot;현대교회들처럼  입으로만 예수믿었으니 천국가겠지 , 그까짓꺼      작은 죄쯤 조금지어도 회개없어도 예수께서 다 용서했다는데 그까짓꺼 작은죄쯤이야....작은죄쯤은  짓고 살아도 죄의성격과 죄의성질을 죽이고 살지않아도 천국 들어가겠지.........!, ...이러한 스스로 천국갈것처럼 스스로를 위로하고 자만하고 자위하며 살아가며 안일한 자세에 있는 현대적 변질된 헛된믿음의 회개치않는 자기만족 현대교회들은 대부분 지옥을 향해 달려왔습니다 .&quot; 예수만 입으로 믿는다고 말하면 어떻게 맘대로 꼴리는데로 살아가도 천국갈것이란 생각은 지옥행입니다. <br>지금이라도 빨리 현대교회는 변질된 믿음을 철저히 하나님께 회개하고 통회하고 자복 반성하고 지금이라도 죄의성질과 죄의성격을 억눌러서 회개치않으려는 저질적인 자존심을 단번에 굴복시키고 하나님영께 엎드리고 죄를 버리고 예수님만을 나의 마음안에  나의양심과 혼속에 참주인과 왕이되시게 매일매일 회개기도로써 예수님을 구세주로 임금과 왕으로 주인으로써 인격적으로 영접 하여 맞아들이시고 인간목사또는 인간교황을 인간을 우상화하는짓들을 우상숭배하는 짓들은 모두 버리고 , 오직 하나님 영님께 엎드리고 굴복 복종하여 각자각자 마음양심속안에서 하나님영을 버리지말고 항상 양심과 마음안에 넣고 영접하여 살아가십시요. 성경말씀대로 죄를 예수님의 힘과 성령의힘으로써 죄의성격과 죄의성질을 눌르고 저질적인 고집이쎈 잘못된 저질적인 성격 자존심, 자아를 성령으로써 십자가에 저질적인 모든 더러운 기질들을 못박아서 자기의 마음을 통제하고 지배하여 다스리시고 &#39;개과천선&#39;하여져서 내이웃을 사랑하고 하나님만을 목숨을 다해 섬기고 살아가야지만 천국 들어갑니다. 하나님만을 경외하고 두려워하고 공경하고 섬기며 높여드리십시요. 그래야지 천국들어갑니다..........!"
6074,와 언더테일! 와 아스리엘 아시는구나!
6075,와 아스리엘 전투 후반부 브금!<br>(죄송합니다)
6076,와! 언더테일 아시는구나! 참고로 샌즈 엄청쌔고 아스리엘이 멋잇어요 불살루트! 몰살루트가 있어요!!!
6077,기회되면 공기순환 씨스템도 설치 해야겠습니다!!^^~<br>좋은 제품 늘 감사 드립니다.<br>우리집 건강지킴이 힘펠!!^^♡
6078,저희 집 화장실 두곳에 힘펠환풍기를 설치해서 사용하는데 탁월한 선택이었어요!!^^~<br>샤워부스 안에 실리콘에 곰팡이도 슬지않아요^^
6079,광고아닌가요?
6080,힘펠 좋은 회사네요 대기업들도 수천억씩 벌어도 이런 생각을 안 하는데 주변에 널리 홍보 해야 겠어요
6081,"자영업자분들,힘내세요.다들 좋은 일들 있으시기를 바래요."
6082,근데 이건 비단 코로나 뿐만이 아니라.. 항상 실내 환기는 필수입니다. 환기와 + 공청기 uv 램프까지면 끝!
6083,싫은데?  그냥 창문 다 열고 살어
6084,아니 돌았어요~
6085,와 샌즈!
6086,학원 이름은 왜까누?
6087,화이팅하세요~ 좋은 모습 응원합니다 ^^
6088,자영업자를 도와주는 착한기업이라니 진짜 흥해야한다
6089,흥하세요.힘펠.돈길만 걸으세요.😉
6090,와 샌즈! 샌즈 아시는구나 참고로 그거 겁나 어렵습니다(힘펠 화이팅!)
6091,와.. 진짜 이시국에 환기는 필수인데.. 이런기업이라면 너무 감동이네요.💝 우리가게에도 환기시스템 하나 놔야겠어요!!
6092,요즘 시국에 이러한 회사들 진짜 많이 알려졌으면 좋겠습니다. 다들 건강하시고 모두들 잘 이겨내는 대한민국 화이팅!
6093,지금은 저는 쓸일이 없지만 나중에 혹시 쓸일이 있으면 꼭 쓰겠습니다.<br><br>오뚜기 이삭토스트 힘펠 고마운사람들<br>유한양행... 괜찮은 아는 기업 아시는거 더 적어주세요!
6094,라이젠
6095,지금의 2억이 나중에 얼만큼으로 돌아올지..<br>대단하신 분이네요
6096,와앙 우리 학원이다 💗 저거 설치되고나서 소음도 줄어들고 아픈 것도 이제 없어서 너무 좋습니다 힘펠 덕분에 공부도 잘 되는 것 같고 너무 감사합니다 앞으로 공부 더 열심히 하겠습니다 감사합니다 🙈
6097,@김관우 전엔 그랬는데 요즘은 제가 좋아서 공부하게 되더라고요 좋은밤 보내세요 :)
6098,@귀요미 억지로 공부하는 학생들이<br>부쩍 많아보여서 오랜만에 연민이 느껴졌어요<br>아무튼 님도 좋은하루 보내세요
6099,@김관우 그니까요 좋은말씀 감사합니다 좋은하루 보내세요!!
6100,@귀요미 ㅋㅋㅋㅋ 공부가 인생의 전부는<br>아니니까요 글쓴이분이 뭔가 가슴뛰는일을<br>찾는다면 그길로 가시는걸 추천합니다 <br>주변인들의 말에 휩쓸리지 않고 하고싶은걸<br>하는게 좋은데 이게 말처럼 쉽지 않죠
6101,@김관우 와 대박이네요!! 근데 전 공부 잘 안해요..
6102,정말 좋은 기업 이예요. 환기 때문에 고민하다가 힘펠이라는 곳을 알게 되었는데 우연히 모집 기간이여서 공모했는데 당첨되는 행운을 얻었습니다. 저도 꼭 도움이 되는 그런 선생님이 되도록 노력할께요!! 힘펠 감사합니다!! 화이팅!!
6103,저도 열심히 노력할게용 🥺
6104,머리 잘 쓴 &quot;광고&quot; 잘 보고감<br>광고비 2억원어치 태워서 회사 이미지 상승과 더불어 매출증대<br>남모르게 실천하면 그냥 &quot;기부&quot;만 되니 안되니 방송사와 협업해서 &quot;광고&quot; 진행<br>마케팅 성공적
6105,내 수신료로 광고도 만드나
6106,좋네 이런거 우리 가게에도 하나 설치하고싶은데
6107,같은 위기에서 멜론빵마스크 출시한 옆나라와 비교 되네요.
6108,저 영어학원 옛날에 제 동생 잠깐 다녔던 곳 인데 여기서보니 반갑네요. 애들아 공부 열심히 해....!!
6109,요즘 코로나로 상인분들 힘드실텐데 조금이나마 힘이 되어준거같네요 힘펠선행에 좋아요 누르고갑니다~
6110,대박~신선하다~ 암튼 힘든시기에 선행하시는 힘펠 기업도 승승장구~ 코로나 제발 없어지길!~
6111,요즘 식당이나 피시방도 환기 잘안되던데 힘펠 좋은제품 많네요 ㅋㅋ~ 자영업자분들 화이팅하십쇼~
6112,다중이용시설에 필수로 설치했으면 좋겠네요~
6113,아니 왜 언더테일 브금이냐고요ㅋㅋㅋㅋ
6114,ㅆㅂ 이거 광고잖아
6115,코로나로 인해 죽어가는 자영업자 살리기 대박이네요👍🏻👍🏻 환기 환기하는데 저런 방법이 있었네요! 힘내세요!!
6116,맨날 환기하라하라 하지만 말로만 인줄 알았는데 그걸 실제로 해주는 기업이 있다니....
6117,요즘에는 냉방기 사라진다고 환기하려 문 여는 것도 싫어하는 분들이 많은데 그런면에서 좋을것 같네요
6118,진짜 이런 기업이 성공해야지.. 어려운 시기에 좋은일 해주셔서 감사합니다
6119,문 닫고 나가!<br>입 닫고 빵이나 먹어!
6120,코시국에 환기하는것도 일인데 이런 제품도 잇엇네요!!! 힘든 자영업자분들 힘내서 운영하시라고 무료나눔 한 힘펠 최고다 !!! 👍👍 좋은 영상 보고가요!
6121,아니 언더테일 브금 실화냐고 ㅋㅋㅋㅋㅋ
6122,@우희힝 오버테일이 어딨어요 ㅡㅡ
6123,오버테일은?
6124,제가 다니는 헬스장에도 이것좀 놨으면 ㅠㅠㅋㅋㅋㅋㅋ 에어컨이 틀어져있어서 창문도 못열고^^^진짜 우리헬스장도 신청해보라할걸^^
6125,공중파 유튜브 채널에서 앞광고를??? 뭔가 신선한데?? ㅋㅋㅋㅋ
6126,<b>WA!! Viral Sans!</b>
6127,인증은 안해요? 제대로 되는지 그리고 저만 그런건지는 모르겠는데 작동하는 모습이 안보이는거 같아서
6128,우희힝
6129,미세먼지 땜에 열지도 못하는데 중국새끼들이나 두들겨패줘요
6130,거절하기에는 너무 많은 돈이었다.
6131,약 빨았네
6132,"<a href=""https://www.youtube.com/watch?v=abVOZRmEw4g&amp;t=1m47s"">1:47</a> 이거 어디서 들었..."
6133,와 언더테일 아시는구나! Hopes and Dream입니다
6134,필터청소 개빡시게 해줘야할듯함.. 왠지모르게..
6135,@우희힝 필터 교체 유지관리비 장난 아니것네..급배기 공조 시스템에 필터만 장착한거..식당에 급배기 설비 없는곳도 있나?????
6136,맞앙
6137,이제 진짜 자영업자 분들은 얼마 없고 온갖 거지새끼들만 나눠달라는 요청이 쇄도할듯
6138,@destruction 위엣분이 말한 거지라는 거는 돈 없고 가난한 사람들을 말하는게 아니라 스크루지 영감마냥 구두쇠 마인드를 가진 사람을 뜻하는 건데<br>님은 팩트 이전에 화자의 의도를 이해하셔야 할듯요
6139,@Zin Ale 팩트를 얘기 했는데 뭔 소리세요?
6140,@destruction 님 친구 없죠
6141,거지들은 나눠 달라고 하면 안 됨? 저 자영업자들도 저거 살 돈 없는 거지라서 달라고 하는 건데 ㅋㅋ 능력있으면 본인들이 샀겠지 왜 지원 해달라고 요청 했겠음? ㅋㅋ
6142,구루겡
6143,엠빅에서 광고레알?
6144,입닫고 빵먹을줄 알고 들어왔는데
6145,늘 뒷광고 하던 방송사들이 웬일로 앞광고를 하는거지?
6146,@destruction 땡큐~
6147,"그래야 옥 안 먹는다는 걸 아니까, 그리고 왠x 웬o"
6148,믿을 만한업체군
6149,나만 방송사 유튜브에서 뭐 홍보하는게 처음 보나요 ㅋㅋㅋㅋㅋ
6150,저는 그냥 공영방송 유튜브 채널이 광고를 하는 게 신기할 뿐이었음 ㅋㅋ
6151,이런건 좀 대놓고 홍보해도 좋지않나?  좋은 일이잖아
6152,비머도 대놓고 대기업홍보해주는데뭐<br>이런광고는 착한 광고아냐?<br>몰라서 못하는 사람들도 있을텐데
6153,@Lord TeckTG 미친놈 이거 야한 사이트입니다.양심이 있으시면 들어가지 마세요 부탁드려요
6154,저도 순간 엠빅이래서 엠비씨껀줄 알았는데 그냥 유사 채널이었나 헷갈렸음 ㅋㅋ
6155,What the..
6156,언텔 브금 넣었네
6157,엠빅에서 광고를???!!!
6158,@우희힝 ?
6159,엠스몰은?
6160,1
6161,ㄷㄷ
6162,엠빅에서 광고하는거 첨보는 사람 손✋🏻
6163,흥민
6164,<del>잼</del>
6165,저
6166,손
6167,ㅅㅅ
6168,무쳤다 완전 영화네
6169,이거 실화기반 영화로 만들어도 되겠네
6170,? 왜웅장해짐?
6171,뛰는놈위에   나는놈
6172,??? : 너 나랑 일하나 하자~
6173,이놈들!!!!!!
6174,존나 허접한 피레미 잡아놓고 설레바리치노 ㅋㅋ 맥시코 카르텔새끼들이나 어떻게좀 해봐라좀 ㅋㅋㅋㅋㅋ
6175,작전명 : 신세계.. 신세계 푸로줵트..
6176,내생각 잠입경찰 복수극나오겠네
6177,"한국이었으믄 정치인, 재벌, 범죄자가 한통속으로 저거 쓰면서 끝까지 모르쇠 했겠지??"
6178,작전 기간을 얼마나 하였을까?
6179,이놈!
6180,하칸이 시키드나? Fbi농간에 놀아나는거이~ 드루와
6181,아놈인데  자꾸  이놈으로 보여
6182,우리나란 이정재 결말됨ㅋㅋㅋㅋ
6183,그냥 한마디로 이스라엘 아이언돔 호주 사례로 그냥 끝난것...... 미국아 중국과 러시아도 이런느낌으로 가면 5년안에 중국 박살낼수있다.
6184,범죄자 애들중에는 엘리트가 없는건가?<br>경찰들이 만든 앱이란건 알아채기 힘들겠지만<br>적어도 앱 관리자가 사람들  메시지보고 신고할 수 도 있겠단 생각은 안하나?
6185,저걸 왜보도하는거지?<br>뉴스나오면 더이상못쓰잖ㅇㅏ
6186,빨아먹고 효과없으니까 진급하려고 알리는거임
6187,조만간 영화로 나오겠네
6188,대단하다  저거 기획 개발자들 진급 잔치 하겠네 ㅋㅋㅋㅋ
6189,범인 : 내가 신세계만 봤어도....제길<br><br>ㅋㅋㅋㅋㅋㅋ
6190,이야... 소름돋는다!! FBI 쵝오~!! 언젠가 영화로 만들어지겠지? 마약 35톤에서 깜놀 ㄷㄷㄷ
6191,저걸 인제 안쓰니까 다 까발려진거겠지?
6192,근데 아놈이 경찰이 만든거라고 왜 말함? 아닥해야 범죄소탕을 더 수월하는게아니여?
6193,이미 쓰는 놈들은 다 잡았고<br>나머지 놈들은 다 눈치까고 않써서<br>꿀빨고 버린게 보도되는거임
6194,이런 뉴스나 공개하면 안되는 것 아닌가? 이해가 안되네~
6195,쥐리네~
6196,개 오지네
6197,이제 못쓰겠네... 밝혀졌으니...
6198,경찰 A저씨가 이 NOM 한다!!
6199,가난해서 폰 못쓰는 조직들은<br>안걸렸누ㅋㅋ
6200,편ㅡ안
6201,좀 편하게 심심하게 살자 제발
6202,ㅋ ㅋ 대박
6203,직인네
6204,일본애니 아놈 생각나네
6205,이거 공개한게 실수다 계속 유지해서 잡았어야지 이런걸 발표하냐
6206,라는 내용의 영화 있으면 추천좀 ㄷㄷㄷ
6207,수사기관에서 저 정도로 함정을 팔줄을 누가 상상이나 했을까요ㅋㅋㅋㅋ 저걸 준비하느라 얼마나 고생 많으였을지...지금도 범죄자들과 맞서고 계신 모든 경찰분들께 감사드립니다.
6208,역시 괭장하네요~그렇지만 목숨은  걸지마세요~항상건강하고 행복하세요 ❤
6209,ㄹㅇ...영화 나오겠다 개재밌네 벌써
6210,이야~ 앱 사용료도 거둬가고ㅋㅋㅋ
6211,영화감인가? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ <br>범죄조직의 단톡방에 은닉&amp;은폐라니 마치 영화의 한 장면이네 ㅋㅋㅋㅋ
6212,아놈 아놔!
6213,근데 왜 이번에 걸린 해외 마약쟁이들은 늦게잡았는가..?
6214,현대판 트로이의목마 ㄷㄷㄷ
6215,헬조선은 어플에 지불한 돈에 비해 보안 기능이 제대로 제공되지않았다 며 고소
6216,&quot;폰팔이&quot;<br><br>살려야한다.
6217,F B I 지기네 간첩 제되로 심어놨네 ㅋㅋ
6218,이건 근데 좀 섬뜩한게 언제든지 선한 목적이라는 전제 하에 함정수사나 민간인 사찰이 이루어질수 있다는거니까; 미국은 심지어 수사과정에서 경찰이 아니라는 거짓말도 못할정도로 이런 부분에 엄격한데 이렇게 한껏 생략된 기사로는 진상이 어떤건지 모르겠네. <br>그래서 fbi 주도인데도 미국 경찰이 아니고 호주 경찰이 신분을 속이고 잠입했다는건가? 이건 변호사 실력에 따라서 풀려날 사람이 훨씬 많을듯한데 어디 하나 잡을 사람 있어서 큰건 만든거고 사법거래가 어떤식으로 이루어졌던간에 담당자 밝혀지면 총맞아 죽을듯.
6219,제대로 낚였네
6220,알려지면 안되는 거 아님?
6221,토르브라우저 같네
6222,아놈 메신저 이용요금은 부업이었네 ㅋㅋ
6223,사실 fbi가 진심으로 앱만들었다<br>들켜서 범죄자함정수사 폰이라고<br>구라친거아닐까
6224,이거진짜 돈도벌고 범죄자들도 잡고 꿩먹고 알먹고 이야 머리개좋아 ㅋㅋ <br>Fbi 이거 기획한사람 ㅡㅡ겁나 진급했겠다 ㅋㅋ
6225,마약류도 수십톤이긴 하지만..<br>현금 압수가 536억..<br>김제 마늘밭 110억원은<br>정말 큰 돈이었구나
6226,?? : 함정수사는 인권침해입니다 범죄자 인권 보호해야 합니다
