,comments,sentiment
6555,다팩트라 반박도 재대로 못할 거 같긴 한데 혹시 반박하고 싶으면 논리 있게 반박해 주셈,
6556,힘내라 힘힘내라,
6557,ㅋㅋ드라마가 점점 쓰레기로 변하네ㅋ,
6558,77203420348회 역대 최고의 사이다 장면 ㅋㅋㅋㅋㅋㅋ,
6559,언제나와요,
6560,토끼 파워 발동,
6561,가족에게는 못할 짓을 남에게는 한다는 게 참인간은 이상해,
6562,석경이기도원에서 탈출하는 거설아가 자기들이 친장난에 불붙은 차에서 탈출하는 거하고 비슷하게 보여서 아이러니하네,
6563,근데 본방으로 볼 땐 몰랐는데 다시 보니까 오윤희 녹음기에 녹음되 있던 거면 천서진 목소리는 녹음 안 됬나요오 윤희미는 거,
6564,7724002400석 경아늦지 않았다 지금부터라도 파쿠르재대로 함해보자 꾸나,
6565,조 비서 너무 불쌍해 ㅠㅠㅠ 조 비서는 왜 자꾸 맞고 뛰고 ㅠㅠㅠ,
6566,에휴어른이 애한테 그러면 되나ㅉㅉ,
6567,석경이는 이렇게 채 대로 진로를 바꿨다 한다,
6568,아무래도 순옥킴이 석경이를 갱생의 길로 걷게 하는 건 심수련 때문일 듯 설아를 한 번도 안아주지 못하고 떠나보냈는데 석경이까지 죽여버리면 수련이 너무 힘들어진 단말이지 석경이는 아직 벌의 반도 받지 못한 거,
6569,성 이름 주 단 태천 서진이 더 나빠요,
6570,왕 주석 경이 거 더 나빠요ㅠㅠ,
6571,오윤희가 더 나빠 요ㅜ,
6572,그것도 그렇고 저렇게 자란 게 어른들 특히 주단 태 영향이 크니까 갱생할 수 있게 해주는 거 같아요,
6573,그래도 석경은 수련의 자식이지만 받을 거다 누리고 살았는데 설아는 골수 이식만 해줬는데로건 부모 때문에 범죄자 취급당하고 고아신세되고 지 아빠가 누군지 엄마는 누군지 몰랐고 사탕이 치료해주다 병원비가 부족해서 뼈 빠지게 일했고 성악 실력이 좋아서 수석 입학됐는데 오윤희 때문에 죽어버리고 짭단태와 천서 진한테는 물론이거니와 헤라키즈들한테까지 괴롭힘 당해서 죽을 뻔 했음 물론 설아가 죄가 아예 없는 건 아니지만 설아를 사지로 모은 석경이 아직도 용서가 안 된다 그래도 저장면은 속시원했고 이제 비밀 같은 거 알아버렸지만 난 아직도 석경이가 용서가 안 돼,
6574,이제 무덤에서 설아에게 사과하는 중에 살아난 설 아나오면 모든 게 완벽,
6575,석경이 다음에는 액션영화나 드라마 해봐도 좋을 듯이번에 연기 너무 잘해서 놀람,
6576,아닠ㅋㄱㅋㅋㅋㅋ 어떻게 저런 연기가 나오시지 한지현님 진짜 미쳤다 미래가 더 더 더 더더 기대되는 배우님,
6577,석경이 연기 잘하네 이쁘 다 석경이,
6578,그럼 석경이민석 경이야,
6579,엄마랑은 행복한 순간도 있었고 다시 잘 살아볼 수 있지만 유일하게 자기 쌍둥이 친언니와 함께한 순간이 본인이 죽어라 괴롭히던 시기라는 걸 평생 알고 살 테니 지옥이긴 할 듯,
6580,제 영상을 누르지 마세요도 배작작해,
6581,진짜 ㅠㅠㅠㅠ설아가 너무 불쌍해 요석경이도 만약에 주단 태 밑에서 자란 거만 아니었으면 둘이 찐친 같은 자매케미도 볼 수 있었을 텐데 ㅠㅠ,
6582,77237237에 이 말랑이가 터졌나 보네,
6583,맞네 싸움 잘하는 거 딱 닮았어,
6584,석경이 파쿠르하면 잘할 듯,
6585,아니저 상황에서 녹음을 한 오윤희가 짱이지 ㅠㅠㅠㅠ 오윤희 ㅠㅠㅠㅠㅠ,
6586,무한부활 드라마 ㅋㅋ차 옆에 폭팔당했도 다시 살아나는 로건이 해 불가다 드라마 ㅋㅋㅋ 재미없따,
6587,오그래도 석경이 똑똑하네 저걸로 갈씨 쓸 생각도 하고 나갈 생각도 하고,
6588,그리고 수련이가조비서 바로 넘겨버리네 ㅋㅋ,
6589,고 아내가 왜,
6590,탈출하지 말고 조금만 기다리지 심수련 주석경 이 탈출하고 왔는데 주단 태ㄹㅇ 소름이 네 탈출 안했으면 심수련이랑 안전한 곧으로 갈 텐데 ㅜㅜ,
6591,아빠가 원하는 거 할 때 ㅏ하고 있다가 아무것도 해주지마할 때 진짜 속뻥 뚤렸다,
6592,그니깐 강강약강이죠,
6593,0뭔가 수련이 편 되니까 개 든든함 ㅋㅋㅋㅋ,
6594,연기 미쳣음,
6595,이름 ㄴㅋㅋㅋ 누가 오든다 강임,
6596,찐강강약 강임ㅋㅋ천서진주단 태유동필 누가와도 기안 죽음ㅋㅋ,
6597,주석 경사이다 좋아하는 사람,
6598,이렇게 모든 이들의 목표가 39주 단태죽이기 39가 되고 결국 주단 태는 죽음을 맞이한다는 그런 결말이려나,
6599,7720392039 아무것도 해주지마 완전 사이다,
6600,늘 느끼지만 주단태는 참 순진하다 ㅋㅋ 말 몇 마디에 확속는 걸로 대한민국 3등 안에 들듯 ㅋㅋㅋㅋ,
6601,주석 경민영,
6602,난석경이가 언닌 줄 알았는데 ㅋㅋ,
6603,아무 잘못 없는 석경이한테 왜 그래요 불쌍한 앤데 더 불쌍하게 석경이는 아무 잘못 없어요,
6604,7725162516 손말고 머리해주지,
6605,석경이 저러다가 은별이처럼 자아 분열 올 듯,
6606,주석 경이태리 갈 때 주석 훈 너 같은 동생 없는 셈치면 그만 이야 주석 경이 심수련 딸이라는 걸 알았을 때 주석훈자 신동생 찾아온 다듯이 말함,
6607,77727727 머맄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
6608,다 필요 없고 이유 비존 나 예쁘다,
6609,너가 설아씨하고 같이 자라지 못했다는 걸 너무 늦게 알아챘어 내가 미안해석경아,
6610,석경아 미안해,
6611,주석 경 아빠,
6612,석경아 너파쿠르 선수였니,
6613,이렇게는 못 돌아간다는 거 보니까 짠하고 증거들고 돌아올 듯,
6614,7720442044 계속 눌러 보셈개시원함,
6615,석경이가 자존감이 강한 만큼 멘탈엄청 흔들릴 듯,
6616,민석경 등장,
6617,내가 볼 땐 주석 경이 친딸이 아니라 오빠 주석훈이 심수련 친아들일 듯 주석 경은 성격이며 행동이 아빠주단 테랑 비슷하고 주석훈은 엄마랑 비슷함,
6618,석경이는 체육특기생이면 서울대 갔을 텐데 ㅋㅋㅋㅋㅋ,
6619,77600600 우리 오빠가 데려온다면서 가만 안 둘 거라는 대사는 의도한 건가 예전에 설아가 단태서 진한테했던 멘트 랑존똑,
6620,주석 경은성악 대신 운동을 시켰어야 함운동했으면 짱 먹었을 것 같은데,
6621,한지현 배우님 응원합니다나도 신인상 받는 거에 한 표,
6622,아역이 이렇게 광기에 찬드라마는 처음 아역이라고 하기엔 주연급이긴 하지만 요ㅋㅋㅋ근데 키운 게 있어서 독기는 주단 태닮긴 했네ㅋㅋㅋ,
6623,석경이가 나쁜 짓해서 벌받았으면 좋겠지만 주단태한테 당하는 게 더 싫어,
6624,왜 석경이는 석경이라고 얘기하고 설아는 왜 민설 아라고 해ㅜㅜㅜ,
6625,지금 보니깐 민설 아 역할 배우랑 주석 경역할배우가 어딘가 모르게 살짝 닮으심,
6626,석훈이 화장 잘됐다 미쳤어,
6627,49근데 뒤에 있는 사람은 못 때리면서 왜 때리는 척이야,
6628,늦음,
6629,77952952 어우밥 한 그릇 뚝딱,
6630,근데 진짜 주단 태 뽑기운 ㅈㄴ 없네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ민설아데려왔으면 훌륭한 성악가 집안 만들기 쌉 가능 주석경 때처럼 답안지 유출하는데 돈 쓸 필요 학폭처럼 사고치는 거 막는데 돈나가는 일 세계 평화였을 텐데,
6631,성악 실력 공부 실력 민설 아주석경이지 쌍둥이 언니 똑똑한 천재 쌍둥이 동생 싸움만 잘하는 빡대가리,
6632,진짜 마지막 기회 다 갱생하자 토끼야제발,
6633,아니 저 녹음기에 천서진이미는 거녹음안함,
6634,난주석 경이 갱생 루트 안탔으면 좋겠음은 근히 펜하에서 자꾸 악역들 미화하려고 하던데 주석 경은 그동안 한 짓이 너무 악랄해서 끝까지 악역으로 남아서 고통스럽게 벌받았으면 좋겠음,
6635,그럼 또 현실성 존나 떨어지는 거 아니냐 ㅋㅋ 저런 사실들을 다 알았는데 사람이 미치지 않고서야 악한 짓을 계속 함 그건 그 거대로 39그 39애들이 그렇게 좋아하는 현실성 존나 떨어짐,
6636,갱생되기 전에 로나랑 제니한테벌받아야지 걔네가 절대 용서 안 할 텐데,
6637,석경이랑 설아랑 안 닮은 건 같은 성별에서는 꽤 낮은 확률로 생기는 이란성 쌍둥이면 설명되려나,
6638,이란성 쌍둥이 맞아요,
6639,근데 하는 것만 보면 주단 태딸이 주석 경임 ㅋㅋㅋㅋ,
6640,7721412141와 연기 대박이 다입 떨리는 거까지 미쳐 따,
6641,엄마 아빠가 원하는 거 절대해주지 마나 때문에 하지도마,
6642,7725142514 왜 저 자리에 돌이 저만한 거 뿐이었을까,
6643,주석 경이 심수련의 딸이면 석훈이 엄마는 누구 지나 애교,
6644,여행석 경이 아빠는 로건 리일 듯요,
6645,그럴 걸요,
6646,7720592059이지 아님 연기 대박,
6647,짭단태 이름이 백준기 그럼 백석훈,
6648,7727262726부분 보시면 단태씨팔이 멀쩡함,
6649,석경이까지 수련 쪽 붙으면 이제 게임 끝이지,
6650,아진짜 다음 편 ㅠㅠㅠㅠㅠㅠ,
6651,77056056 허공질하는 아이들 뭐 임ㅋㅋㅋㅋ,
6652,팩트석경은 죽은 것보다 거지가 되는 게 더 두렵다,
6653,근데 왜 설아가 언니 석경이가 언니 아님,
6654,석경이 캐릭터 정말 싫어했는데 이제라도 정신 차려서 다행임 진짜 그래 속았던 사람한테 또 속는 건 바보 같은 짓이야 잘했다 ㅠㅠ,
6655,나쁜 토끼에서 착한 토끼로 변화한 주석 경주석경의 목표짭 단태죽이기,
6656,주석 경이 짭 단태철장에 머리박을 때 ㄹㅇ 속 시원했음ㅋㅋ,
6657,저도 본방 보면서 나이스샷이라고 소리쳤네요 ㅎㅎ,
6658,조 비서는 종이 인형이 네ㅋ,
6659,진짜 8화는 석경이가 다 살렸다 ㅋㅋ 석경이 존 나쎄 진짜 ㅋㅋㅋㅋㅋ,
6660,아니 내가 펜하좀 안보다가 이 편만 오랜만에 봤는데 석경이 연기 왜 이리 늘었어진짜 본방보다 가 연기 때문에 와하고 소리냄 진짜 왤케 늘었어 너무 잘해 기도원에서 연기가 ㄹㅇ리즈 찍음,
6661,예수는 전자기기와 남조선 드라마를 싫어합니다 지옥에 가기 싫으면 당신의 멍청한 컴퓨터를 박살 내십시요,
6662,난 이 얘기 나올 때마다 이해가 안 되는 게 오윤희가 심수련 친자식 찾으려고 유전자 검사하러 갈 때 주단태가 조 비서를 미행시키고 오윤희가 검사실에서 나온 뒤 조 비서가 바로 검사실로 들어갔는데 석경이가 심수련이 친딸이면 조 비서는 검사실 들어가서 뭘 한 거 임 그냥 들어갔다가 나왔다 유전자 조작을 하기 위해 조 비서가 검사실에 들어간 거라면 석경이가 친자라는 결과는 사실은 친자가 아니라는 뜻이 아닌가,
6663,미행 붙을 거 예상하고 다른 유전자 검사하는 곳들려서 했던 거나 왔으니 단 태랑 조비는 허탕친거,
6664,주단태한테 생존 능력만 배움ㅋㅋㅋ,
6665,와주단 테 이상한 종교원까지 만들고,
6666,저런 곳이 실제 있을 수도 있다고 생각하니 끔찍하네요,
6667,역시 석후니,
6668,7719001900 팩폭,
6669,7727232723 돌로 찍혔는데 멀쩡한 거무엇,
6670,심수련 주석경한테 얻어 터진 짭단 태짭 단태꼴 좋다ㅋㅋㅋ,
6671,나만 심수련이 돌들고 주단 태머리 칠 거라고 생각함,
6672,석경이 이제 주석 경에서 심석경으로 바뀌는 건 가이심영이 벌써 떨리는군,
6673,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
6674,7725152515 정의는 항상 승리한다,
6675,7718171817 여기 먼저 태어난 건 석경이 아닌가 민설아 쌍둥이 언니가 맞는 말아닝가,
6676,저도 그런 줄 알았는데 심수련 대사도 그렇고 민설아가 언니 맞는 거 같아요,
6677,심수련 혼자 아니야 할 때 걸크와 ㅏ아아아ㅏㅇ,
6678,7727312731 싸이코 같다진짜,
6679,그렇게 엽기 토끼는 착한 토끼가 되었습니다 이제 토깽이는 단퉤를 패죽일 것입니다,
6680,역시 석경이 성악 잘해서 소리 잘 지른다,
6681,주단 태겁나 얄밉 네갈수록 더 얄미워엄 기준 모습으로 돌아와라 진짜,
6682,7712021202 저 사람 시즌1 때 심수련 심부름꾼으로 활동하다 주단태한테 걸려서 조 비서한테 개쳐 맞았던 분 아닌가 살아 있었네 ㅋㅋ,
6683,석경이는 아무리 봐도 이지아 딸이 아니라 천서 진 딸 같어하는 짓이,
6684,양갈래 머리 이유비였네ㄷㄷ,
6685,이유비 더 나왔으면 좋겠다,
6686,8화 하드케리 한 석경이,
6687,석경아이제 정신차리자,
6688,77214214주 단태의 심수련에 대한 복수극에 이용당한 주석경이 드디어 이 사실들을 깨달았고 엄마의 진심 또한 알아줬으니 엄청난 죄책감을 딛고 일어서서 죄뉘우치고 심수련슬하에서 착한 토끼로 행복하게 살자,
6689,내건 내가 지켜야지가 수련과 석경이로 나를 지킨다고 들린다,
6690,석경이 갱생하길,
6691,진짜 이 드라마는 ㅋ,
6692,바로잡긴 뭘 바로잡아 죽은 민설 아라도 깨울 셈인가,
6693,77406406 뒷열 팔 연기 여우 조연상 줍시다,
6694,77400400에 애들 뒤에서 때리는 시늉하는 거나 만웃긴 가요,
6695,7714571457에 석경언니 ㅠㅠㅠㅠ배가 보임,
6696,석경아 그 감옥 같은 곳에서 빠져나오지마ㅠㅠ,
6697,주석 경은 벌안 받나 주석 경이 제일 싫어,
6698,7720442044대가 리깡깡ㅋㅋㅋㅋㅋㅋㅋ,
6699,석경이는 음대보다는 체대가는 게 더 나을 거 같음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
6700,석훈이 엄마배신하는 줄 알았는데 다행히 아빠 편으로 안 갔구나,
6701,누가 봐도 친아빠친 딸인데 생각도 못했다,
6702,주석 경전직 파쿠르 선수,
6703,저 계기로 정신차렸으면 좋겠다 석경이,
6704,7720582058 한지현이 배우 정도로 마르면 ㅠㅠ석경이 저철 장 사이로 나올 수 있지 않나 7720372037부분 8화의 명대사,
6705,막장이 다 ㄹㅇ,
6706,혜인이는 그럼 왜 바꾼 겨굳이,
6707,돈 때문에 바꾼 거 아닐까 얘도 왠지의외로 배로나 하은별과도 연관 있어 보이는 데,
6708,이건 아삐가 있어도 대놓고 소리켜서 봐야 꿀잼,
6709,아니 저거녹음이 되는 거면 오윤희 죽을 때 천서진 목소리도 녹음됐을 껀 데 이렇게 안 밝혀진다고 어이,
6710,김왕방 현엥이 미왔을 때 천서진이으아 아악은 별 아이랬잖아요 그리고 은별이 꺼낼 때 계속 소리쳤어요 다시 영상 보시길 그리고 천서진 나 좀 이러면서 또 말했었늠,
6711,너무 멀었나 보죠 자동차 소리가 엄청 세기도 했을 거구 천서진이 죽일 때 별말 안 하기도 했어요,
6712,지금은 얘보다 하은별이가 더 괘씸,
6713,77955955조석경,
6714,진짜 노빠꾸 석경이 ㅋㅋㅋㅋ이 드라마 최고의 힘 캐는 석경이 임ㅋㅋㅋㅋ 너무 귀여워,
6715,석경이가 가야 되는 대학교 음대체 대석경이 체대가면 잘할 것 같음,
6716,엄코 남근데 의류학과로 가면 석경인 공부를 못해서 서울대는 못 감ㅠㅠㅜ,
6717,피지컬 이 미쳐서 ㅋㅋ,
6718,이게 젤 웃겼음 ㅋㅋㅋ,
6719,ㅋㅋㅋㅋㅋ나 같으면 지봉 못 올라가 ㅋㅋㅋㅋㅋㅋ 유리도 못 깨ㅜㅜㅜㅜㅜ,
6720,으악 윤희누님 살려줘,
6721,7722222222이 부분 보면서 소름돋았다 그동안 미치도록 괴롭히던 애가지 쌍둥이래,
6722,주단 태슬 하에서 배운 독한 마음과 심수련의 강한 모성애 올바른 교육이 합쳐지면 심수련을 지키고 주단태를 없애고도 남을 무시무시한 주석 경이 될 거임갱생 완성본 빨리 보고 싶다,
6723,슬하가 어디가 웃긴 거임,
6724,댓글 보고나까지 뇌절와서슬하가 슬기로운 펜트하우스인가 했네,
6725,채원 무릎이라는 뜻으로 부모 아래 자식에게 쓰는 말입니다,
6726,이 거 완전 주석훈이잖아,
6727,석경아 언니 복수 꼭 하자니 자매죽인 것도 너의 가짜 아빠니까,
6728,석경이 재능도 없는 성악을 억지로 하니까 성적도 바닥을 기고 삐뚤어졌었구나 체대 지망했다면 달라졌을지도 결말에 석경이 반성하고 육상선수로 올림픽 출전하는 거로 나오면 좋겠다,
6729,학교폭력 가해자가 올림픽이 여배구자매 옹호하는 거나 마찬가지 아닌가여,
6730,많이 늦긴 했지만 드라마니까 삽 삽 가능,
6731,석경이는 음대가 아니라 체대가야 되겠는데 ㅋㅋㅋ,
6732,솔직히 석경이 무인도나 정글에서 혼자 남아도 알아서 집 잘 찾아갈 거 같음 혼자서도 잘 살아남을 거 같아 되게 강해 ㅎㅎ,
6733,ㅋㅋ 진짜 체대 갔으면 씹어 먹었겠다,
6734,석경이는 ㄹㅇ 무인도에서 일주일도 ㅆㄱㄴ,
6735,아니ㅅㅂ이게 뭐야 미친,
6736,석경이 진짜 개쎔,
6737,석경아 저런 사람은 아빠 애비도 아니다 그냥 돈에 ㅁㅊ 사람 석경이 불쌍해 ㅠㅁㅠ,
6738,심수련 우아함과 침착함은 민설아 싸움 실력은 주석 경여윽시굿,
6739,비건 내 채널 들어오지 말라구요,
6740,킴블리뽀님네에 ㅋㅋㅋ,
6741,드라마퍼니님 그냥 상식적으로 몇 개 안 거만 말한 거임ㅋㅋㅋ 그냥 웃으세요,
6742,킴블리뽀님 아ㅋㅋ 근데 너무 잘 아시는 거 아니에 요설마ㅋ 농당입니다ㅎㅎ,
6743,석경이가 단탱이 넥타이 잡고 끌어잡아서 철창부딪힐 때 개꿀잼 한 때 석경이 줘 패서 혼나야 된다고 욕한 내 잘못이 너무 수치였다 미안하다 주석 경근 데석경이 웬 지 혼자서 단탱이가 저지른 짓들 증거 모아서 나타나서 진짜 제대로 빅엿 먹일 듯 그리고 주석 경이 갱생되 서 착한 이미지 될 수밖에 없는 게 77271627167727182718초에 말하는 대사가 증명해주는,
6744,7727002700석훈이 가 봤다면 ㅠㅠ 쪼금만 느리게 가지 ㅠㅠ,
6745,7719461946석경이 몸에 생채기라도 나면 내가 너 죽여버릴 거야 7720002000부터 엄마 편에 서려고 다짐한 듯한 석경이 표정단태가 통화시켜 주니까 자기는 모르는 천수지구 시공권 일단 엄마에게 득될 게 없으니까 자기의 위험을 감내해서라도 엄마 아빠가 원하는 거 아무것도 해주지 마나 때문에 해주지 마라고 하는 석경이 ㄹㅇㅠㅜ 정신차린 것 같아서 다행이라고 생각함석경이 단태랑 다시 만났을 때 아빠가 나 구하러 온건가 싶어서 기뻐했는데 정작 아빠는 또 가두 기나했으니 저러고 엄마한테 지금 남은 약점이 자신이라는 걸 알고 자기 찾지 말라고 적어도 아빠한테 잡히지 않겠다고 말하는 거 ㄹㅇ 다컸다 정말,
6746,정식으로 선언한다내 양동생은 주석 경 하나 다건들기만 해봐 이것들이,
6747,제발 석경아 ㅠㅠ 착해지자 ㅠㅠ,
6748,석경아 제발 엄마 바라기로 돌아와서 착하게 살자 ㅠ그리고 평생 죽은 니친 언니한테 미안해하면서 살아,
6749,그 자매기도 원양 갈래 이유비님 아닌가 아님 말구,
6750,이유비 배우님 맞아요,
6751,는 존재합니다 당신은 그 석경을 받을 자격이 있습니다 그래서 남자에게 폭력을 행사하기 전에 당신이 하는 일을 잘 생각하십시오 세상의 모든 것이 회전하기 때문입니다,
6752,하윤철은 빼시죠 심수련씨,
6753,수련이 귀여워 ㅋㅋㅋㅋ 구두가 불편했는지 잠깐 편한 신발로 바꿔 신은 것 같은데 그게 살짝 보였네 ㅋㅋㅋㅋㅋㅋㅋ 쿠ㅜㅜ 하얀색 구두에서 검은색으로 ㅋㅋ 77242242,
6754,끝까지 자기 엄마 괴롭히 네아휴고 집 불통답답해,
6755,7720342034석경 이사이다드디어 나오네ㅠㅠ,
6756,77610610 고아라기엔 석경이처럼 엄마 아빠 많은 애는 드물 것 같은데,
6757,이거 보고 진심으로 울었다 ㅠㅠ,
6758,그럼 주석 경이자기 친언니를,
6759,7724362436 조 비서 프리패스 ㅋㅋㅋ,
6760,석경이가 수련이 친딸이라는 건 너무 좋은데 석훈이랑 친남매가 아니라는 게 좀 아쉽다 ㅠㅠ,
6761,석훈이 쌍둥이 동생 아닌 걸 알았는데도 그래도 동생이라고 멘탈 붙잡고 엄마도와주려고 하니까 ㅠㅠ 젤 불쌍한 건석훈이 같네요 아빠라고 믿었던 사람은 살인자에 동생은 친동생이 아니고 살인자 아빠 때문에 로나랑도 헤어지고 ㅜㅜ 7724352435 그와중에 수련 언니머시땅,
6762,동랑엥 몽ㅇㅈㅇㅈ,
6763,근데 잘 보면 흑을 올려놓았음ㅋㅋ,
6764,멀바미ㅋㅋㅋㅋㅋㅋㅋ기기 ㅣㄱ친,
6765,너무 힐링되네요,
6766,제 영상을 누르지 마세요 그만해라ㅋㅋ 역겹네,
6767,77204320437725142514짭 단태는 성격만 싸이코지 피지컬은 최약체 임ㅋㅋㅋㅋㅋ 개쳐맞고 다니넼ㅋㅋㅋㅋ,
6768,근데 저게 말이 안 되는데 한 손으로 저덩치를 막는 거잖아 막는 폼도 별론데,
6769,ㄹㅇㅋㅋㅋㅋ,
6770,개웃곀ㄱㄱㅋㄱㅋ,
6771,슈트빨은 지리긴 한데,
6772,자꾸 석훈이한테니 아빠니 아빠 짓이라고 하는 거 좀 슬퍼석훈이 만자기 친자식 아니라는 듯,
6773,그럼 뭐라 그르나니 애비라 그르나저 화상이라 그르나,
6774,네넹알죠 부처에 천사인 거다 자기 자식이라 생각하는 거 그렇다 해도 매번 말을 니 아빠가 그랬어니 아빠짓이야니 아빠가 꾸몃어니아빠가로나 엄마 죽였어 이 소릴 듣는 석훈이는 ㅠㅠ 엄마가 그런 사람이 아닌 걸 알아도 상처받겠어여,
6775,0진심이 해 못하는 게 이상할 정도로 직접적으로 핏줄과 관계없이 강한 모성애 지니고 있는 캐릭터임을 누누이 보여줬는데,
6776,ㄹㅇ 사람들 아직까지 도심 수련 캐릭터 모르고 이러는 거 왜지 싶음,
6777,석경이한테도니아빠 말을 아직도 믿어 이런 식으로 자주 언급했어요 그리고 친자식 아니라 고 구분할 캐릭터가 아니잖아요 심수련이,
6778,석경이 이제 자기 아빠였던 단태로부터 모든 사실을 알게 됐으니 이제 무사하게 돌아가기만 하면 됨어차피석경이는 수련이 하나뿐인 핏줄이라 죽지는 않고 다치기는 할 거 같은데 석훈이 석경이가 이제 든든하게 엄마 조력자 되줄 것 같아서 다행임 수련이랑 주둥이랑 셋 이 행복하자 ㅠㅠ,
6779,파쿠르 장인 주석경,
6780,이번 화에서도 누누이 핏줄에 관계없이 강한 모성애를 지니고 있는 심수련임을 보여줬는데 또 핏줄이라는 사실을 알았기에 저렇게 몸 부서져라 구하러 간 거라고 생각하는 돌대가 리빠가 사리는 없길 바란다,
6781,갑자기 몸부서 져라간 건 석경이가 이태리가 아니라 다른 곳에 갇혀 있다는 걸 알아서 지친 딸이라서가 아니라 설마 아직까지 그런 빠가 사리는 없겠쥬,
6782,7727312731주 서정이 누구 죠주단태씨,
6783,석경이 노빠꾸여서 너무 좋다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
6784,누가 주석 경보고 블랙 위도 우랬는데 개 웃겨 ㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
6785,김영대가 강동원 닮았다고 생각햇는데 지금 보니 하석진 느낌도 남,
6786,석경이 액션 미쳤는데 ㅋㅋㅋㅋㅋ 성악 말고 액션을 했어야 했어 석경아 체대가면 씹어먹겠다,
6787,주석 경성질머리 랑 어떤 상황에도 절대 안 지지고 끝까지 싸우는 거 ㅋㅋㅋ 딱 주단 태딸인데,
6788,저거유리창 왜철창으로 안 막혀 있음 철창으로 되어 있는 거국룰인데 ㄹㅇㅋㅋ,
6789,주석 경이민설아가 언니할 때 눈물 또 록록,
6790,석경이한테서 원피스의 에이스 같은 모습을 보았다 ㅋㅋㅋ,
6791,산토끼다,
6792,배우 분진짜 마르셨다,
6793,펜트아역들 연기력이 시즌1과 비교했을 때 다들 너무 좋아졌음ㅋㅋ,
6794,제 채널에 12000원 1분 만에 무조건 얻는 법 있습니다 꿀 빠시길 사기,
6795,진짜 너무 좋아져서 한 번씩 놀라요 ㅋㅋㅋ,
6796,ㅅㅂ 문맹밖에 없냐 아역은 어린 사람의 역할을 말하는 건데 시즌3가 대학생 컨셉인 거지 12는 중고딩이였자나 ㅠㅠ 배우들 성인인 게 뭔 상관인 대이놈 드라ㅠㅠ,
6797,나비야 진짜겠냐,
6798,착한 남 진짜에요 그냥 한 말이에요,
6799,해리슨 포드의 도망자 보는 줄,
6800,하나님을 기쁘게 하세요,
6801,7720542054 왜 자꾸 게 토라이로 들리냐고,
6802,감사합니다 할머니 집간다고 펜트하우스 못 받는 대ㅜㅜ 정말 감사해요,
6803,석훈이가 제일 불쌍하다 자기 엄마는 친엄마가 아니였고 그 엄마 친딸이 따로 있는데다 죽어서 엄마한테 복수당 함 친엄마는 아니였지만 오랬 동안 정들은 엄마가 한동안 죽은 줄 알았음 친엄마란 사람은 본 적도 없는데 갑자기 친아빠가 죽여버림 그나마 친아빠란 사람은 돈은 많은데 불륜충에 인간 쓰레기 살인 마거기다 자기 여친 살인미수 아직 모르지만 신분도 가짜 임거지 출신 살아 돌아온 여친이랑 파스타 먹나했더니 복수하려고 헤어짐 그나마 남은 쌍둥이 동생은 갑자기 급발진해서 통수 침의붓 엄마 친딸이 하나 더 살아있는데 알고 보니 자기랑 친남매인 줄 알던 쌍둥이 동생 친애비가 그 동생 감금시킴이 미 여기까지만 해도 멘탈 갈릴 대로 갈려서 남 지도 않았을 텐데 양 엄마는 속도 모르고 내친 딸 또 못 잃어하면서도와달라 함ㅜㅜ,
6804,철장에서 주단 탱머리 쳐냈을 때 진짜 겁나 웃겼음 ㅋㅋㅋ,
6805,7712191219이 분 어디서 많이 봤다 했는데 경이로운 소문에서 가 모탁랑 친한 경찰역이 네ㄷㄷ,
6806,77407407 뒤에 애는 대체 누굴 때리는 거임ㅋㅋㅋㅋㅋ,
6807,7718141814 그 반대 아니야짭 단 태셀프 디스 중 ㅋㅋ,
6808,고소해보라노 39넌죽은 민설아랑 같은 더럽고 천박한 피다 39라고 석경이한테 말하는 장면 아녀요,
6809,ㄹㅇㅋㅋㅋㅋㅋ 고결한 피인거지 ㅋㅋㅋㅋ,
6810,7714301430석경이의 프리즌 브레이크 7723452345,
6811,명대 사 아빠가 원하는 거 아무것도 해주지마,
6812,주단태 더 굴러라,
6813,울토끼 연기 쩔어,
6814,짭단태 언젠간 심수련 손에 죽었으몃 좋겠다,
6815,근데 석경이는 주단태가 자기 기도원에 넣은 거몰라요,
6816,7725392539에는 빨간 글씨로 안 써져 있는데 7725532553 여기서부터 써져 있음,
6817,써져 있는데 빛 때문에 잘 안 보이는 거에용,
6818,7720502050 웃는 거 진짜 천상토깽이 여기서 아파하기는커녕 웃는 게 소름돋기도 했고 실성한 거 같아서 안쓰럽기도 하고 막 여러 가지 감정이 섞였음,
6819,제 영상을 누르지 마세요 안누를 게 그니까 좀 ㄲ,
6820,제 영상을 누르지 마세요 어쩌라는 거야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
