comments,sentiment
닭쳐라,1
학폭까지 터지고 진짜 내 댓글이 성지아닙니까? 예전부터 제가 꿈이나 감이 잘맞습니다. 이다영 그냥 너무 싫었습니다. 예전부터요. 연서준처럼 여자라면 무조건적으로 빠는 멍청하신분들 좀 꺼져주세요. 미워할만하니깐 미워하는겁니다.<br>자살하던지 말던지 본인선택이고 죄는 죄입니다.,1
성실하고 실력좋은선수를  빠는것도 아니고 인성다빻고 성괴좋아하는 니 수준보니 니 인생안봐도 고생길뻔하다. 사람보는 눈이 그렇게 없으니 주변사람한테고 민폐끼칠 수준. 이다영도 너 싫어하고 니주변애들도 너가싫어해~ 이건 뭐 초등학교1학년들이나 쓰는 말투아니냐? 에휴 한심한 연서준 엄빠불쌍,1
감사합니다 색퀸츄링 유튜브 ㄷㄷㄷ검색해서 보셈 ㄹㅇ 수위 싼다,1
와 ;; 유튜브 색퀸츄링 들어가서 방송 보니깐 ㄹㅇ 혀내밀어주더라,1
유튜브에 색퀸츄링 채널 들어가서 영상봐라 ㅋㅋ 후회없다;; 여캠영상 개지린다,1
저 에미나이 성형전 사진 보면 말임메 ㅋㅋㅋ 못생긴거이 먹다가  구역질 나옴메 ㅋㅋㅋ,1
씨파 성형사진좀 봐라 토나오더라 성격더러워 sns질이나처하면서 팀과팬 기만하고 솔직히 세터로잘한다고 생각안하는데 지부모잘만나서 저래된거아니냐?,1
성형전 개토나온다,1
정말? 정말 이쁘다고? 노느언니에서  첨봣는데  왠 할머니형 얼굴 이던데... 글고 왠주접이 그리 ... 방구?똥싸고싶어? 오줌싼다?,1
"성형하기전 어우.,..",1
꼴리긴한다,1
존못우웩,1
성형 ㅈㄴ했네,1
박고싶자ㅡ않냐,1
한녀는 성형을해야되나 ㅠㅠ,1
성형중독녀,1
"성형을 어디서 하셨길래.......우리 동네 술집 아가싸들하고 똑같이 했네요,,,,,,,",1
여자는 키 170  넘어가면 별로,1
몸매 미쳤네 ㅗㅜㅑ,1
얼굴이 너무 부자연스러워,1
다영이 성형전 사진 보면 연예인 대쉬가 개좆같은 소리라는걸 알텐데,1
보형물 안넣었으면  지방이식한거랑 필러 오지게 맞았을듯 ㅋㅋ 성괴의 표본인데,1
그래봤자 소라넷활동했었던걸레임ㅋㅋ,1
아주 그냥 개주접에 개 ㅈㄹ를 해라. 팩트는 솔직히 운동선수 아니면 그냥 동네 관종 누나 딱 그 수준이다.,1
예의없더라 말하는거보니 생각좀하고 말했음좋겠음 너무 매너없었음 다영아 이걸볼지안볼진모르지만 그건좀고치자,1
개취지만 다필요없고 아무리 이뻐도 키큰여자는 싫다,1
수영복 입은거 가슴 실화 입니까? ㄷㄷ 피부도  하얗고  완전 인스타 미녀 느낌이네요 그냥 ㅜㅜ 넘흐 조으다,1
너무많이고치심..,1
솔직히 성형빨,1
가슴 크다,1
가슴이 저 정도였나?,1
ㅅㅂ련들 연습이나 하지  내가 유일하게 타국을 응원하는 스포츠가 한국 남자 축구랑 한국 여자 배구,1
성괴네요,1
귀여운 봊이 두툼 핑크색,1
몸매 갑이네<br>남친 밤에 뒤지겠다,1
성형하고 예쁜척하는것들  ㅡㅡ,1
다시한번 느낀다 여자 사진은 믿지마라,1
성괴에 관종 ㅉㅉㅉ,1
성형을 떠나서 ㅈㄴ나대서 싫다,1
여기 왜케 쿵쾅이들이 많누ㅋㅋㅋㅋㅋㅋ,1
ㄹㅇ 쿵쾅이들 지진소리 땜에 잠을 못잘지경,1
얼굴좀그만뜯어라,1
꺼져 징그러워,1
성형으로  얼굴 갈아엎고 저정도면 최악 아니냐?,1
외로운데 로즈티비에서 다시보기 고양이 젖꼭지보셈,1
보지맛집 로즈티비 다시보기에서 고양이검색하고 보세요 진짜 쌈,1
몸매가 연예인급인데 로즈티비에서 벗음 다시보기 에서 꼭 보셈,1
평생 소장가능 로즈티비 고양이 다시보기 야한거보셈,1
벗방bj고양이 로즈티비 다시보기 검색 수위개쌤,1
몰래봐야하는 야한영상 로즈티비 고양이 다시보기에서 검색하셈,1
얘 성형하고 존나 이뻐이뻐해주니깐 공주병 걸린거같지않냐?,1
지 찍고있는거 아는 눈치빠른 귀역거운척하는 성괴녀를 연예인이 대쉬했다 어그로 치는 운동 잘하는 그냥 운동선수 인데 난 좀 역겨워서 써 본다 안 봤으면 하는 그런 여자스탈?,1
여자 키크면 장애 아니냐?,1
여자들은 쌍수 무조건 해야되네 ㅋㅋㅋㅋ,1
배우새끼들 개역겹네 지들도 대중때문에 돈버는 광대새끼들이 거만떨기는 사람위에 사람없다 이새끼들아 저런새끼들 국민들앞에선 가식으로 쳐웃고 뒤에선 얼마나 개돼지로 보겠냐고,1
지들은 남창 여창인주제에 ㅉㅉ 아이돌은 7년씩 하드트레이닝이라도 받고나오지.... 배우 니들은 벼슬? 배슬아치가 따로없노ㅋㅋㅋㅋㅋ,1
배우는더더러운것들이지.호빠출신.등등.ㅋᆞㅋᆞ웃껴말을말자.ㅋᆞㅋᆞ드러운것들.,1
배우 새끼들 진짜 병신육갑한다...,1
배우나 아이돌이나 개그맨이나 면상팔고 몸파는애들아닌가ㅋㅋㅋ,1
"희극인을 낮춰보는 태도들  연기자 배우들 작작 꼴갑을 떠는데 ,  니들이 뭘 그렇게 대단하냐  굳이 질적으로 따지면 연기자들이 헐씬  천하고 저질이지",1
연기도 못하는것들이 인성도 천박하네,1
배우들 지랄도 풍년이네<br>서로 배려해야지 무슨 얼어죽을ㅋㅋ<br>자기 영역에서 바르게 사시는분들 응원합니다<br>끼리끼리는 싸이언스다ㅋㅋ,1
탑은 ㅈ밥이네 ㅁㅇ하는 머가리 없는 ㄴ으로 찍혀버렸고.....,1
배우들은 뭐별거야 <br>솔찍 그렇게침 지들은 더천박하지 정재계 놀잇감아닌가 <br>계급은 무슨,1
배우나 가수나 희극인이나 배운건 매한가지 일텐뎈ㅋㅋㅋㅋㅋㅋ 지들도 예체능 딴따라면서?? 자연로그가 뭔지도 모를텐데?,1
진짜 배우새끼들 현실직시 못하는거 토쏠리네...요즘 예능에 대세다 배찔이들아 니들도 그걸 아니까 거지 동냥 하는것 마냥 영화 드라마 개봉 할때마다 면상 디미는거 아니냐 예능에 ㅋㅋㅋㅋ 한심한 새기들 지들이 뭐그리 대단하다고...,1
지덜은 광대주제에,1
동물의 왕국을 찍어도 될 것같은 사생활을 가진 년놈들이 고상한척 가오잡고 있는거 보면 역겨움.,1
배우 광대새끼들이 정신병걸렸음 ㅋㅋㅋㅋ 기껏해야 연기나 하면서 메소드 메소드 대단한양 굴어,1
그냥 꺼져라 관심없다 니네들,1
애휴 띠벌 가수는 하늘이 정해준 직업이고<br>배우는 개나소나 죽어라 연습하면 할수있는거고<br>주제를 알고 무시해라,1
헐ᆢ같은 딴따라들끼리 급이라ᆢ개웃긴다,1
ㅋㅋㅋㅋ지들이 다른 급이라는냥 뻗대다가 존나게 까이고 <br>저 이후로 오스카 시상식에서 지들하고는 비교도 안되는 월드스타 배우들이 <br>패럴이랑 같이 춤추고 그러는 영상들 화제되니까 <br>이제 와서 막 웃고 박수라도 치는 시늉하는 것들이 배우들임 ㅋㅋㅋㅋ<br>존나 꼴같지도 않은 것들이 ㅋㅋㅋㅋ,1
걍 시발 저 것들 시상식할 때 아무도 가주지마라. 배우들끼리 하라고해. 건방진 것들.,1
급떨어지는 이슈피디 너나 아가리해,1
시상식에서 상받는데 박수쳐야지 그럼 뭐하냐? 뇌로 우동끓어먹었니?,1
영화질하는게 뭔 대수라고 저래무시하냐 ㅋㅋㅋㅋㅋㅋㅋㅋ개 잦같은것들,1
한국 배우는 ㅋㅋㅋ 그래봤자 할리우드 못가면 아닥 하지좀 ㅋㅋ,1
꼴값들 떨고있네<br>저정도면 일반인들은 발가락에 때로 알것다<br>대한민국 연예인들 국가를 위해서 세금문제및 군대문제나 일으키지말고 턱주가리 들고다녀<br>너 따위따위들 돈벌라고 있는 국민이 아녀,1
배우나 아이돌이나 시청자 없으면 걍 ㅂㅅ 광대인거 몰라? 어이읎네ㅋㅋ,1
ㅋㅋ그리고애초에 연기잘하는게대수냐?<br>노래잘하고 사람들웃기는게 더 대단한거지 병신새끼들 남이써준대본대로 꼭두각시나하면서 뭐대단한직업이라고 나대냐ㅋㅋ진짜 큰손들한테는 좆비비고깨갱하면서ㅋ,1
최다니엘한테급이어딨어 걍 3류인데ㅋㅋ,1
똑같은 사람주제에 급 나누고 앉아있네. 급 나누는 순간 너는 그냥 하찮은 존재다. 글고 누군가에게 너 또한 하찮은 존재임. ㅋㅋㅋ  아카데미 봐라. 하찮은 것들.,1
아나운서도 아니고 배우가 뭐 되는 줄알고 가오잡는게 개 ㅈ같네 ㅋㅋㅋ<br>대가리는 ㅈ도 안좋으면서 ㅋㅋㅋㅋㅋㅋ,1
배우병은 이정재랑 정우성이 투톱임. 둘이 친구라면서 아직까지 정재씨 우성씨 ㅇㅈㄹ 개꼴값을 떰,1
같은 광대새끼들끼리 무슨 급을 나눠ㅋㅋㅋ,1
김영희에게 하대한년 누구냐<br>배우들이 시바 뭘 상전이야??,1
지롤을 떤다들. . 일반인한텐 다 같은 연예인인데 <br>지들이 뭐라고 ㅋ ㅋ ㅋ,1
저기 저 사연 속의 배우들 ㄹㅇ 매장당하면 좋겠다,1
ㅈ도 없는 광대쉑들이 주제를 모르고 가오잡노 ㅋㅋㅋ,1
어떤 10세냐 이름 까줄 분 구함 ㄹㅇ 보는내내 개빡치네,1
촬영장가면 다 그놈이 그놈이고 그년이 그년입니다,1
연예계에 아이린같은 벌레들 많구나,1
꼴갑들임 지네 급이 더 하빠리면서 속으로 좋아 난리였으면서 그냥 배우라고 무게잡는거지 웃기지도 않음 ㅋ,1
지네들이 왕인줄알오  에휴     배우 너네들도   광대일뿐이다     이놈들아    무시하지마라 니네들 주제에 <br>다시한번말히지만   배우 너네들   광대야 알았어  똑바로 하고다녀  광대들아  무시하지마라,1
칸까지 갔던 박소담은 갬성캠핑에서 안영미 가슴춤까지 따라추더만 꼭 어중간한 것들이,1
ㅈㄹ 지들이 잘났으면 얼마나 잘났다고 사람 무시하는 인간치고  인격이 제대로 된 인간없다.,1
존나 일상생활 가능하냐? ㅋㅋ,1
양준혁? ㅈㄴ더럽네,1
예능이랑 구별좀 하자 이년아 에효,1
자 여자들또 성추행 하는것또 올려주라,1
못생겼는데 저러니 더 토나옴 ㄷ ㄷ 징그러,1
생긴데로 더럽게 한다. 손진영 개추찹하다. 보는것만도 더럽다,1
쌈디왜건드냐 ㅁㅊㄴ인가,1
볼때마다 ㅈ같은 내용이다,1
지나는 머 자기 몸 2천만원에 팔았는데 멀ㅎㅎ,1
양준혁 ㄹㅇ 쓰레기!,1
"더러운 걸로 따지자면, 과장해서 남 팔아서 더러운 돈 벌어 처먹는 싸이버렉카충들도 마찬가지",1
존나 역겹다.,1
다 남자네... 나도 남자지만 한남의 끝은 어디냐 ㄹㅇ...,1
양아리 쉐끼들,1
준혁아 그냥 AV배우 해라 ㅋㅋ,1
지나는 잡을만한데가 가슴 밖에 없음 보통여자는 옆구리인데 지나는 가슴이 커서 그래서더 그리고 지나는 해외로 성매매 했다고 벌금 물었고 방송도 못나오고있는데 ... 고의도 아닌걸로  기분이 나쁘다니 돈안줘서 ?? 오히려 우결에 남자연예인이 진짜 노골적인 놈 있엇는데,1
돈주고 만져야 되는 여자도 있네?,1
양준혁이랑 저 못생긴 가수 누구냐 이름도 모르겠다  극혐이다 미 친… 아무리 실수라고 해도 사과는 해야지 장난까나,1
양준혁이 완전 발정 제대로 난 동물이네 ㅋㅋ<br>그리고 지나는 솔직히 빼자 얘는 이미 업소녀지,1
이야 육덕 나르샤 찌를 만져버리네 대단하군,1
아 미친 존나 더러움,1
지나ㅋㅋㅋㅋㅋ 돈 안주고 만져서 빡쳤네. 지나는 돈 주고 만졌어야지,1
이쯤돼면 손진영은 가슴 패티쉬 있는거 아니냐???  지나 나르샤 엄청 불쾌했겄네 ㅋ,1
양가놈은 시바 북한여자라 무시하는것도아니고 2차가서 놀던대로 하면되  안되?,1
역시 관상은 거짓말을안해 나대는관상<br>인상이안좋자나,1
한남아 꺼지렴,1
지나는 돈줘야 만지게 해줌,1
아 진심 면상보기싫다ㅋ<br>개느끼하고 토할것같어ㅋ,1
이국주 김숙 박나래가 훨씬 더 추악하고 더럽고 발정난 모습 보여줬는데도 여자라 논란 안되노 ㅋㅋㅋㅋ,1
그냥 나는 북한여자가 싫으네~ 양준혁도 싫으네~,1
메갈아 제발 쌈디 니 멋대로 해석하지마 페미 극혐,1
유도나 레슬링 연습 상대해줬다가는 최하 사형이겠네. 여자들 몸은 다 무기.,1
남자들은 안다 저새끼들 다 고의적이었고 개쓰레기 성범죄자들이란것을,1
한남이 더 많이 하잖아...,1
원래 여자의가슴은 남자가 만지라고 있는거다. 이게 세상의 진리다.,1
여자 목 존나 짧다 ㅋㅋㅋ 그에 비해 얼굴은 큼ㅋㅋㅋㅋㅋ,1
지나 : 나 3000만원이야 어디서 거져 먹을려고 확!,1
다음번에는 영남출신 발정난 친일불알 연예인들 순위 뽑아주세요,1
시발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
여자는ㅈ안그런줄 ㅋ,1
에라이 미친인간,1
양준혁..저질 ~ 방송국놈도 똑같네,1
북녀 나오는거 조금 봤는데 ㅈㄴ 발정나있던데 .. 존중이란게 안보였음. 전형적인 나이 쳐먹은 케이스. 더럽고 추악하게 늙음,1
남욕하고 조회수 빨아먹는 버러지들ㅋㅋㅋ,1
준혁이형 룸빵좀다녔능가,1
진짜 남자친구로 별로인 면상과 살덩어리들. 덩치좋은것과 살덩어리는 다른겁니다~,1
쌈딘지 쌈진지 머하는 븅이지??,1
간나새끼,1
존나 미노이 같당,1
저새끼는 깜빵안가냐,1
관상부터가 ㅋ,1
양준혁 드러운 냄새날것 같다. 면상도 피지컬도,1
손진영은 얼굴대로 노네 더럽게 생김,1
"아...아무리재산많아도...극혐,,,얼크니",1
"성욕이 강한남자는 피해라.<br>정신이 건강하지 않다. 내면은 늘 떽스떽스뿐이다.<br>금방 질리면 바람핀다.<br>아내, 여친몰래 유흥주점간다",1
꼴페미냐 일반화 존나 심하게하네 ㅋㅋㅋㅋㅋ 뇌구조가 웅장해진다 우리집으로오면 역겨워도 기꺼이 해부해줌,1
내가 사회생활하면서 느낀건.... 나이 먹고 결혼 못한 남녀 보면 여자들은 좀 덜그런데 남자들은 대부분 다 왜 그런지 알겠더라...;; 글구 반대로  어떻게 저 사람은 결혼했냐?? 싶은 비주얼 분들 겪어보면.. 아...저런면이 있어서 결혼했구나 ㅋㅋㅋ 싶게 또 좋은점이 발견됨 ㅋㅋㅋㅋ 일반화 하기 싫은데 희안하게 하나같이 그래서 놀라움 ;;;,1
더한애들 많다고 쌈디가 아닌게 되는건가?ㅋㅋㅋㅋㅋㅋㅋㅋ 쌈디 좇극혐인곤 팩트잖 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 욱기고있냉 ㅋㅋ,1
양준혁 누가 봐도 무식한 양아치네 !,1
조인성이그랬금좋앟ㄹ거자나   벌레3ㅡㄹ아,1
양준혁 극혐이네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 젠틀한 척 역겹다,1
발정났냐 ㅋㅋ<br>ㅇㅈㅎ,1
발정난 여자편은 없나요?,1
부산사나이?ㅋㅋㅋ 세상 양아치새끼들이 부산새끼들인데?,1
양씨 나이 처묵고 개역겹네,1
이휘재가 발로 차네 ㅁㅊㄴ 왜저래,1
양줏혁말고도  야구하는넘들  죄다변태임,1
와 냄새맡는거 진짜 존나 역겹다ㅋㅋㅋㅋ 아재 걍 입닥치고 가만히 있으쇼,1
이래서 관상무시못한다 하는거다.관상셋다 ㅈ같음.,1
어우 양준혁 더러워;;;;;;;  박나래 조사할거면 얘부터 조사해;;; 그냥 존나 개더러움 다 늙은게 뭐하는거애,1
꼴폐미채널인가,1
쌈디 나온거 보고 메갈 꼴페미 채널인거 앎;;<br>이딴 쓰레기 유투버 좀 접게해라,1
근데 다 못생겼엇ㅋㄱㄱ번데기들ㅉㅉㅉ,1
어후... 인상은 관상이라더니 저렇게 생기면 마음이라도 잘생겨야 하는거 아닌가?<br>정말 드럽 드럽 드럽 토할거 같다,1
지나가 손진영한테 가슴잡힌 후부터 성매매한건가?,1
우욱 틀딱 냄새,1
하나같이 비호감이네,1
아 양준혁 ㄹㅇ 토나옴,1
생긴대로 논다고 드럽게 못생긴것들이 여자에 아주 미치지,1
발정은 암컷이 한단다.. 무식이 넘치네 에효 뭐 무식한게 죄는 아니나 부끄러운거지. 선글라스 벗지마 ~~,1
어차피 지나 걸레잖아,1
양준혁 = 한남,1
틀딱이여서 지가 욕먹는 이유도 모름<br>자기는 착한데 사람들이 욕한다고 생각함,1
딱봐도 와꾸 그러게 생긴 애들이자나 여자 졸라 좋아하게 생겼네,1
"쌈디는 쓸데없이 모든 여자 다꼬실수 있다고 생각하는 근자감이 저딴 발언으로 이어진거고, 손징영 양준혁?은 참ㅋㅋㅋ이야 생긴게 꼭 저런애들이 꼭 변태짓 하더라고 강제로 안저러면 절대 스킨쉽 죽었다 깨어나도 못하니까 생긴대로 논다 ㅉㅉ",1
전부 생긴게 다 밥맛이네,1
지랄하네 직업도없고 할줄아는것도 없는애들이 꼭 선글라스끼고 뭐라도 된거같이 방송보고 말 만들고앉았네,1
양준혁<br>운동밖에 못하는 추남,1
메갈이라서 그럼,1
양준혁은 ㄹㅇ 언제한번 성폭행 저지를것같다,1
양준혁 왜결혼 햇냐? 발정난새.끼인데,1
냄새 ^^ㅣ발~콧구녕 실리콘으로 막고싶다ㅡㄹ,1
지들은 근육좋은 남자 가슴 다 만져보면서 대놓고 주물럭 한것도아니고 슬쩍 대인거가지고 손진영을 까네ㅋㅋ,1
자신있으면 썬글벗고 말해라 그지녀나 사실은 사실인데 지얼굴은 안까고 남을까네 <br>ㅆㄹㄱ,1
돈주는 지나 가슴 아니라 다른것도 해준다 지나 돈이좋아,1
하나같이 생기다만놈들이 꼴값하네,1
제대로 돈받고 매춘은 괜찮고 돈안받고 젖탱이 주무르는건 싫다는거지 ㅎㅎㅎ,1
이년은머지,1
검은 안경 아줌마 성 집착증<br>남자 튀어나온 거보면 섯내 <br>나 좋아 하는거같아<br>여자 가슴크면 섯내 섯어<br>나좋아  하는거 같아<br>그런부류<br>그런것만 생각 하내요^^,1
지나 저거는 가슴이 너무커서 그런거야,1
지나 원정성매매하는 사람인데 공짜로 젖만지면 당연 기분 나쁘지,1
여자들은 술집가서 돈많은 남자한테 꼬리치는게 니들 버릇임 ㅋㅋ,1
양준혁 개극혐 님 인간하지마세여 으으..,1
양준혁 진짜 뭐하는 ㅅㄲ임 내 주변에 있었음 좆탱이를 걷어찬다;;,1
지랄들은 정말 기집에들이 더하네,1
한남본성어디가긋노,1
편집을 좇같이해놓은영상이네,1
셋다 진짜 별로다 드러워 퉤퉤퉤,1
뒤재인 문져라❤,1
그깟 가슴좀 만지는게 무슨 성추행이냐 ㅋㅋㅋ,1
죽빵 날리고 싶다 좆같이 행동하네  세상에는 또라이들 많타,1
쉴드치는 걸 보니 경북괴 틀딱 일베충이네 ㅉㅉ,1
애새끼들 생긴대로 노는거다.,1
써니야ㅋㅋㅋㅋ 삼촌 빽 하나로 소녀시대됐으면 구석에 박혀있어라ㅋㅋ,1
양준혁은 진짜 무식하고 못배운티가 줄줄흐름<br>쌈디 저거는 딱 동네 양아치수준,1
한남이한남했내,1
한번 저여자랑 해봤으니까 대놓고 저러는거일지도,1
양준혁 진짜 관상이나 태도나 조선시대 씹선비 가부장적 한남 그 자체인데 지금 와이프는 뭘 보고 결혼한거냐..방송에서 와이프랑 명품가방 비교한거보면 평소 행실 나오지 쯧..저런 한남은 혼자 도태되야하는데 어차피 결혼 오래가지도 못할거 같지만,1
북한인이면 강간해도 무죄아니냐  빨갱이들인데,1
대가리 조내 크네,1
여자는 배우로 성공하는 길이 있지...애로영화 에 한번만 출연해~<br>애로영화 에 출연해서 스타가 된 여배우만 해도 <br>엄정화.전도연.신은경.김태리.조보아 또 누가 있지?<br>너~무 많아서 기억이 다 안나네...ㅎㅎㅎ그런데 창녀도 남이보는 <br>앞에서는 옷을 안벗는데 몇천명 아니 몇십만명 앞에서 옷을 벗는 <br>여배우들은 뭐지?미디어 창녀 인가ㅎㅎㅎ?,1
여기에 왕지현인지 전지현은 왜 빼먹은건지 모르겠네 솔직히 전지현은 돈에 환장하고 남자에 환장한 사극과 현대극을 넘나드는 송혜교 연기력에 비하면 발뒤꿈치도 못따라 가고 또 얼굴 역시 송혜교에 비해 평펌한 얼굴인대 길거리에 보면 전지현 아니 왕지현보다 키크로 예쁜 애들이 수두룩한대다 집안도 빵빵하던대,1
이유비 진짜 비호감,1
조혜정은 연기력이 문제가 아니라 외모가 일반인 인데,1
"꼴뚜기를 왜 봐줘야 하죠? 유툽도 하드만 재산 2백 몇 십억 있다고 자랑질하며 명품자랑만 하드만 😁 된장ㄴ 오뚜기 절단 미역 중국산을 국내산으로 둔갑시키고 염화칼슘 범벅~ 회사도 자체도 가족경영, 일감몰아주기로 공정거래위원회에 몇 차례나 지적 받은 적폐기업임",1
이유비 싹다고친거구나   졸라못났네,1
조혜정 아비가 부끄럽지 않냐<br>지 딸도성추행 당 해봐야~,1
이진이는 대갈장군? 연상되는데?,1
조혜정 한마리 돼지가 연상되네?,1
이유비 씹노답 ㅋㅋㅋ,1
황신혜  딸  왕대가리 발연기 꺼져,1
저게 패션모델몸도 아니고 대가리 ㅈㄴ게큼,1
이유비는 진짜 연기도 못하고 나올때마다 채널 돌림~진짜 보기 싫음,1
존나 못생겼네 이유비,1
존나그래봐야  쓰레기들,1
그래봣자 좁밥들이 벌교공고함 와라 서울 좁밥들이 놀아봤자 을마나 놀았다고 가짢아죽것네,1
너도 좆밥이었지? ㅋㅋㅋㅋㅋ,1
나나ㅋㅋㅋ 유명하지 청주걸레,1
발발이샠기,1
ㅅㅂ 노잼,1
친해도 말투가 족같이하거나 지속되면 그사람이 개색기임,1
그런건 전라도 종특인데 이창명이 전라도 출신인가?,1
이창명이 파도파고 쓰레기구나,1
구라쉐기는 완전 개쓰레기라고 소문이 심하든데 하는것도 없이 왜 겨나오는지,1
양현석이 쓰래기같은 놈한테 저런 쓰래기가 나오는거지,1
김구라는 과거 딴지일보 시절 돌아가면 피해 연예인들이 고소 했으면 성범죄자지.. 그냥 둘다 핵쓰레기,1
느금마다,1
니애미,1
쟨포주아닌가? 마담인가,1
인성이🐕🐑🐒❌➕라는거지<br>그래도 아래위는있는거지<br>Ssssssi  Pppppal<br>ddddip  ddddde  gggggi들,1
제일 쓰레기는 무조건 실드쳐주는 빅뱅 빠수니들,1
요즘 급식들 저시절로 돌아가봐야 지금세상이 ㅈㄹ 편해졌구나라고 느낄텐데 저땐 일반인들조차도 텃새 시비 어깨빵이 엄청 난무했던시절 지금정서하고 비교 불가다 저땐 진짜 상남자들 넘쳤던시대 여성화된 현시대 기준으로 판단하지마라,1
미친 ㄴ이네;,1
천박하게 생겼다  술집출신 답네,1
그 어린시절 아득한 일 때문에 피해자는 평생 고통받는다 꼰대야,1
피해자한테는 전혀 아득한 일이 아니니까 입닥치세요 틀딱아,1
못되쳐먹은 것,1
와 가해자가 죽었어요? 잘됐네요 ㅎㅎ,1
이새끼 효린 부계정이네 ㅄ 추하다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 은퇴나 해라 팬도없는데 활동하는거 안부끄럽냐?,1
저 관상을봐랔ㅋㅋㅋㅋ안그러고 배기겟냐???,1
저런애들 독방에 가둬놓고 뒤지게 쳐맞아야하는데 기억은 맨날 안 난대,1
그걸 영웅담처럼 늘어놓는 병신들도 있어,1
얘는 생긴것도 천박 옷입고 입는건더과관,1
이런 잡 것들은 사라져야 한다.<br>사라지기전에 강가부터해서 사지를 작살낸 다음,1
댓글들 다 병신인가 좀 알고 말해 ㅅㅂ,1
좆린,1
ㅋㅋㅋ 효린은 생긴거 부터가 그래 놀랍지도 않아,1
이래서 못배운딴따라들은 ㅉㅉ 인성과 가방끈이 비례하진않지만 인성 밑바닥인애들 대다수는 못배운애들이 태반,1
효린 ㅈ같이 생김 ㅇㅇ,1
뭔생각으로 방송나와서 얼굴 들이미는거냐? 영원히  니가 한 짓이 묻혀질거라 생각했니 뇌가없니,1
관상은 과학이다ㅋㅋㅋ 맡투부터 머리에 든거 없어보이던데ㅋㅋ,1
대한민국 여자 아이돌은 하나같이 다 반병신들 뿐이네,1
어쩐지   한가닥 하게 보여,1
생긴것도 못되게생겼는걸뭐,1
생긴거보소 저게 연예인이냐,1
ㅁㅊㄴ 일베나 엔번방일듯,1
관상이 놀던언니같은 여자들은 다맞더라,1
기억나질 않는다. 구라치고 있네. 니 년도. 똑같이 당한다.  피해자는. 평생 고통이다.  나쁜 ㄴ,1
보.적.보,1
하.. 이제 하다하다 별에 별.. 에휴.. 망할X,1
나오지 마라 면상때기 꼴보기 싫다..,1
와 관상;;진짜 일진 처럼 생겼네..,1
미<br>친<br>것.  연애인 하지말고  조폭해라,1
인상만 봐도 가해자 같네.,1
똥냄새심하게생긴관상,1
저런 인상이 얌전할리 없지 ㅋ 얼굴이 행동을 말해줌,1
솔직히 생긴게 일진맞아 ㅋㅋㅋ 사과잘하고 반성하면 대중들은 용서해줄수있을탠데,1
효린 흑인아니냐,1
ㅈ같이생겨가지고 ㅈ같이행동햇엇네 ㅎㅎ,1
효린년 요즘 머하냐 역겨운년,1
예측할만 년이야,1
니네 이거 모르는거 같은데 아는선배가 효린 학교 다녔는데 효린 인천 대걸레임 ㅋㅋㅋㅋㅌㅌㅋㅋㅋㅋㅋ ㄹㅇ 팩트,1
인상이 싸가지가 바가지 같더라  <br>연예인 대부분이 저런애들 아니겠나,1
관상은 ㄹㅇ 화떡 성괴 아닌이상 거짓말 안하는것같다 인생살아온흔적,1
저저 쳐돌았나 완전 돌았삣네예 이 연예인들이 문젭니더,1
생긴거 부터 놀게 생겼던데,1
이젠 음주운전이 아니고 학폭가해자라고<br>방송 못나오네ㅋㅋㄱㄱㄱ ㄱㄱ<br>세상 잘 돌아가네ㄲㄱ ㄱㄱ ㄱㅋ<br>나대고 공부안한 년놈들이 다 연옌하지ㅋㅋㄱㅋ,1
효린 그렇게 생겼지.재수없고 춤추는것도 징그러워,1
1진오빠들이랑.노래방 ㅈ 나 게다녔겠지.돈뺏은걸로 ㅉㅉ,1
효린이 사귀었던 중학시절 남친 얘기 들어보니 효린이 아주 어릴때부터...ㅋㅋㅋ 아무튼 드라워,1
못생김,1
보통년이 아니였네 ㅎㅎ,1
인기멤버 원숭이ㅋ,1
에효~무조건기억안나지 ㅋ ㅁㅊㄴ,1
효린 별로 안 착하게 생겼어 솔직히,1
효린 등빨이랑 얼굴봐라 전형적인 파이터지 ㅋ ㅋ 교복치마 입고 쩍벌하고 앉아서 담배피우는 모습이 매우.잘어울리잖아,1
개역겨운것들 앞으로 절대 나오지마라,1
딱봐도 일진상임,1
와꾸만봐도 알겠구만 몰랐음?...lol,1
관상은 과학이다~ 딱보면 술담배에 쩔은행동 보여~,1
말투 ㅈ같네,1
싸가지가없었나보네..하긴생긴게좀그렇게보이더구만.,1
공연증에 실제로 효린 본적있는데.. 진짜 표정이며 말투며 개 싸가지없음... 진짜 저럴만함..,1
거의 생긴대로 성격이 나오긴함ᆢ 쎄보엿는데 일찐이엿구만,1
얼굴도 천박 악하게 생겨서<br>어디가 아프다더니만<br>폭력을 한다??<br>그러니<br>연예인들은 <br>성형 본판 얼굴만봐도<br>개막장 인생,1
대머리 가시나ᆢ인성 드러났어ㅋㅋ,1
떡존네쳣겟지  항문이  찢어질때까지,1
ㄸ 치고 다녓겠지,1
