,comments,sentiment
1668,라는 단어에 얼마나 또 가슴이 미어지셨을 런지 감히 다른 어떤 위로의 말도 쉽게 적어지지 않네요 소소하지만 아름답고 행복했던 일상들 공유해주셔서 감사해요 이런 순간들 추억 하시면서 힘든 시간 잘 이겨내시길 바래요,0.0
1669,건님 너무너무 감사해요 새벽 언니가 너무 보고 싶었는데 건님 덕분에 언니도 보구 감사합니다 모두가 새벽을 건님을 사랑해,0.0
1670,건님 6주년을 함께 할 수 있게 해주셔서 감사해요 항상 응원하겠습니다,0.0
1671,실감이 안나요 보고 싶어요 평생 기억할께요,0.0
1672,컴퓨터 너머로 단면만 아는 사람인데도 이렇게 심장이 아려 오네요 건님 부디 행복하고 건강하세요 잘 할 수 있어요,0.0
1673,34810810 절대 음감인가요 ㅎㅎ 너무나 반가운 브이로그네요 올려주셔서 고맙습니다 건님이 행복하시길 언제나 응원하겠습니다,0.0
1674,희망과 용기를 가득 안겨주는 새벽은 늘 찾아오기에 더욱더 못 잊을 거 같아 요 소중한 사람을 떠나 보내고 슬프지 않다면 그건 거짓말이겠지만 언젠간 나중에 먼 훗날 그 슬픔이 지나간 자리엔 좋은 기억들과 좋은 추억들로 메울 수 있길 바라요,0.0
1675,정말 오랜만에 건너뛰기를 누르지 않고 봤어요 서로 있는 곳에서 모두 행복했음 좋겠어요 올려주셔서 너무너무 감사해요,0.0
1676,이제 이 채널에 영상이 안 올라오겠구나 생각하면서 슬펐는데 이렇게 영상 올려주셔서 감사해요 새벽님 다시 한번 볼 수 있게 해주셔서 너무 감사합니다 민건님 오늘 편안한 밤 되시길 바라요,0.0
1677,아직도 기다리면 영상이 또 올라올 것만 같은 새 여건 이렇게 새벽님 얼굴 또 볼 수 잇게 영상 올려주셔서 감사하고 또 감사합니다,0.0
1678,민건님 정주님과 민건님은 우리가 너무 사랑하는 커플 앞으로도 계속 그럴 거예요 무더운 여름이지만 항상 행복하세요,0.0
1679,너무나도 아름다운 두 사람입니다 건님 덕분에 새벽님도 행복하실 것 같아요 영상 속 밝은 그 모습 그대로 아름답게 그리고 오래도록 기억될 사랑받기 넘 마땅한 새벽님 항상 코찡긋 웃는 모습이 너무나도 귀여운 영상 올리기 힘드셨을 텐데 아름다운 추억 공유해주셔서 감사합니다,0.0
1680,제 댓글 읽으실지는 모르겠지만 건님에게 해드리고 싶은 말이 있어서 적어 봐요 제가 항상 마음에 품는 말이 있는데 죽은 자를 위해 울지 마라 그는 휴식을 취하고 있기 때문이다 라는 말 이에 요 우리가 생각하는 죽음 이라는 것은 슬픔이 별의 이미지이지만 앞으로 죽음을 그저 고된 삶 잘 살아왔다고 편안히 쉬라는 보상 같은 거 라고 믿어요 죽은 뒤 세상은 아무도 모르는 데  슬픈 것 이라고 단정짓지 말 자구요 혹시 알아요 나중에 진짜 나중에 건님이 새벽님을 다시 만나게 될 지 그러니 씩씩 하게 잘 살아가 주세요 부디 새벽님을 위해 울지 말아주세요 우리 휴식을 취하는 자들을 보고 울지 않으니까요,0.0
1681,새벽님 웃는 모습이 참이 뻐요 보고 싶어서 새벽이 보고 싶어요,0.0
1682,이 거 편집하면서 어찌 표현도 못할 슬픔을 삼켜가면서 눈물 삼켜가면서 영상 올렸을 거라 생각하니 마음이 아리다,0.0
1683,서로에게 무조건적으로 자신이 가진 모든 것을 남김없이 헌신하면서 후회 없는 사랑을 했던 당신들의 경험이 너무나도 가치 있고 부러워서 눈물이 납니다 그동안 감사했습니다,0.0
1684,저 웃음소리 아직도 귓가에 선명하게 들려요 아직도 실감이 안나요 영상 속 새벽님의 표정 하나 목소리까지 아직도 이렇게 선명하게 기억하는데 마지막 이 영상을 올리며 감히 공감할 수 없을 그 이상의 슬픔과 눈물을 흘렷을 건이님께 귀한 영상 공개해주셔서 감사하다는 말밖엔 표할 길이 없네요 건이님의 앞으로의 날들이 행복하길 응원해요 항상 하늘에서 새벽님이 지켜보고  계실 거예요 부 디 건이님의 슬픔이 너무 오래 가지 않으시길 바래요,0.0
1685,올리기까지 얼마나 힘드셨을지 많이 응원할게요,0.0
1686,진짜 많이 힘드셨을 거 같에 여 그래 두 너무 슬퍼하시지 마시구 힘내세요 마지막 영상 잘 봤습니다 새벽 언니 저에게 힘주시고 항상 영상 올려주신 것도 너무 감사해요 하늘나라 가서도 행복하게 아프지 말고,0.0
1687,새벽님께 꼭 펜트하우스 내용 나올 때마다 알려주세요 비오는 날 너무 슬퍼하지도 아파하지도 마시고 비오는 풍경 사진 찍어서 꼭 새벽님께 공유해주세요 언제나 새벽은 옆에 있으니깐 계속 사랑해주세요 저희도 사랑합니다 정말,0.0
1688,오랜만에 봐도 어제 봤던 거처럼 편한 사이가 되어 버렸네요 우리 늘 그랬듯 반짝거리는 사람,0.0
1689,새벽 씨 새벽 언니 정주 언니 사랑해,0.0
1690,새벽 언니 새벽마다 보고 싶을 때 자주 올께요,0.0
1691,어떤 마음으로 올렸을지 헤아릴 수가 없네요 안아드리고 싶어요,0.0
1692,오늘 따라 너 무너무 보고 싶은 새벽 언니 그리고 건님 마지막 브이로 그 올려주셔서 감사해요 이렇게 새벽 언니랑 건님 활짝 웃으시는 얼굴 보니 새삼 너무 좋고 영상으로 볼 수 있음에 감사하네요 이런 생각 한 번도 해본 적 없었는데 두 분은 나중에 언젠가 다시 꼭 만날 것만 같아 요 만나는 그날까지 건님도 새벽님도 행복하시길 바래 요항상 응원하고 사랑합니다,0.0
1693,언젠가 웃는 모습으로 돌아온다면 저희도 웃는 모습으로 반겨줄게요,0.0
1694,항상 행복하시길 바라요 감사합니다 모두가 새벽을 사랑해,0.0
1695,세상에서 가장 가장 소중한 영상이에 요 둘의 시간이 고스란히 담긴 영상을 볼 수 있다는 건 정말 감사한 일이에요,0.0
1696,너무 너무 그리운 새벽 언니 평안만 있는 그 곳에서 가장 반짝이고 있을 정주 언니 이렇게나마 만날 수 있어 너무 반가웠어요 새벽 언니와 건님이 다시 만나는 그 날까지 우리가 다시 만나는 그 날까지 아프지 말고 꼭 따뜻한 곳에서 기 다려줘 요 어둠 뒤에 찾아오는 새벽의 아름다움을 알려주셔서 정말 고 맙습니다 오래오래 언니를 기억하고 잊지 않을 게요 꼭 행복하게 지 내고  있다가 다시 만나요 정주 언니가 항상 바라보고 있을 건님의 마음에도 평안이 찾아오길 온 마음 다 해 기도 하겠습니다,0.0
1697,직접 얼굴 보고 알고 지내지 않았는데도 이렇게 가슴이 쓰리고 믿겨지지가 않은데 민건님은 얼마나 감정이 말도 못하게 엉망일지 감이 안와요,0.0
1698,제가 어떤 말을 할 수 있을까요 그저 제가 할 수 있는 말은 두 분의 사랑이 참 예뻤고 다시 만날 그날이 기대되고 두 분의 사랑을 통해 행복한 연애란 이런 것이구나 라는 걸 알게 해줘서 고맙다고 하고 싶어요 늘 그립고 또 그립습니다 정말 많이 보고 싶어요,0.0
1699,너무 너무 감사합니다 새벽 언니 그리웠는데 이렇게 보니까 너무 좋아요 제 삶의 활력소 새 여건이었는데 영상이 99개여서 100이었으면 101이었으면 바랬거든요 새벽 언니 보고 싶어요 사랑해요,0.0
1700,너무나도 밝아서 눈이 부시던 새벽님과 민건님 두 분이 함께 하시는 모습을 더 이상 볼 수 없다는 것이 너무 슬프게 느껴져요 민건님 지금 정말 힘드시겠지만 버티고 살아서 다시 일어설 수 있길 바랄 게요 그리고 마지막으로 가장 빛나는 새벽 별 같았던 새벽님 감사했어요 사랑합니다 많이 보고 싶어요,0.0
1701,정주 언니 나 거짓말 치는 게 아니라 진짜로 언니랑 민건님이 내 꿈에 나와서 야외 결혼식을 하더라 정말 행복해 보여서 나는 자리에 앉아서 울면서 그 결혼식을 봤어 언니는 울고 있는 나를 보고 놀란 듯이 달려와서 나를 앉아 주었어 근데 언니 품에 앉기니까 잠이 잘 와서 언니 품에서 나도 모르게 잠을 자 게 되더라 잠을 자고 일어나니까 언니가 하늘나라에 민건님 손 을 잡고 예쁜 고 화려한 하얀색 웨딩드레스를 입고 언니가 웃으면 남들까지 행복하게 해주는 웃음을 하고 내가 키우는 강아지를 데리고 가려고 했어난 강아지가 중요해서 언니한테 언니 강아지는 안 데려가면 안 돼 라고 하니까 그 이후로 잠에서 깼어 일어난 후에 멍해 지더라 그리고 눈물이 났어 그래도 언니가 안 아파 보이고 행복해 보여서 좋더라 뭔가 상황 전개가 빨리 됬는데 꿈이여 서 그런 것 같아 언니는 내가 누군지도 모르고 어디에 사는 지도 모르는 나의 꿈에 찾아와서 줘 고마워 그래도 다른 사람 꿈 말고 민건님 꿈에 한 번씩 찾아가 줘 언니가 많이 보고 싶을 것 같아 언니 내가 사랑해,0.0
1702,오늘 나의 슬픔은 나를 위로해주던 당신이 떠난 새벽 하늘의 색 내가 본 그 무엇보다 빛 났기에 내 마음 한 켠에 영원히 남아 있을 당신의 색,0.0
1703,모두가 새벽을 여는 건을 사랑합니다,0.0
1704,새벽 언니 잘 지내고 있죠 민건님이 이 영상 편집하면서 얼마나 눈물 흘리시 고 그리워하셨을지 가늠도 안 가네요 구독자들 위해서 영상 올려주셔서 감사해요 ㅜㅜ,0.0
1705,모든 선수들이 이렇게 올림픽을 즐기면 좋겠다,0.0
1706,매일 새벽은 찾아오니까 건님을 바라보며 멀리서나마 응원할 거에 요 힘내세요,0.0
1707,영상 올려주셔서 감사해요 항상 행복하세요,0.0
1708,매체에서 처음 자신을 대 중 앞에 소개할 때 배 아픈 가수라고 했던 것 어디서나 애매한 음악인이었다던 말이 생각나네요 열등감이라는 주제로 컨텐츠를 기획해 주시고 이렇게 존중과 배려로 진솔한 대화 나누는 모습 담아주시고 방구석에서 부르는 무얼 훔치지를 남겨주셔서 감사합니다 오늘 이 영상이 구독자분들 각자의 서사와 맞닿은 이야기들을 서로 댓글로 풀어내고 공감하는  것만으로도 일상 속의 아주 반짝이는 좋은 지점이 될 것 같아 요 승윤님 팬으로서 기대 이상입니다 뜻하지 않게 많이 울었고 체 한 곳이 조금 내려갔네요 좋은 눈물 흘리게 해주셔서 고맙습니다,0.0
1709,열등감을 주제로 얘기 나 눈 다음에 무얼 훔치지를 부르니 노래가 가슴에 와 닿으면서 눈물이 나요,0.0
1710,나의 열 등감에 대해서도 돌아본 시간 아이들과 이런 대화 라니 너무 좋았어요,0.0
1711,문을 열고 나온 사람 아이들과의 대화가 어른인 나에게도 배움과 가르침이 되어 기분이 좋습니다 무얼 훔치지 노래 감사합니다,0.0
1712,아이들한테 끝까지 존 칭쓰는 거 보기 너무 좋네요,0.0
1713,너무 감동을 주시네요,0.0
1714,저도 초등학교 때 작가 하고 싶었어요,0.0
1715,아이들이 편안하게 설명 듣는 모습이 참 좋다 우리 모두 열등감을 갖고 사는 데 아이뿐 아니라 어른에게 필요한 영상,0.0
1716,아이들을 바라보며 이야기 나눌 때 이승윤 표정이 너무 다 정하고 쏘스윗나도 어릴 때 이런 이야기 해주는 오빠 형아 있었으면 좋았겠다 참 좋은 시간이었습니다,0.0
1717,아이들과 어울리는 대화와 주제에 어울리는 노래 감동,0.0
1718,오호정말 좋은 내용입니다 우리 청년들의 아픔을 공유하는 맘이네요 힘내라 청춘 쎄져라 청춘 얍 여자아이 어쩜 저리도 똑똑할까요 훌륭한 작가 될 것 같네요,0.0
1719,무얼 훔치지 노래 너무 좋다 가사를 곱씹게 되는 매력이 있음,0.0
1720,와 눈물 났어요 이 거 뭐죠 진솔함에 감동 받았습니다와 진짜,0.0
1721,여운이 진하게 남네요 진지하게 노래를 듣는 아이들 표정까지도 감동적이에요,0.0
1722,짧은 영상이지만 감동의 깊이는 결코 짧지 않은 컨텐츠네요 시청하는 동안 울컥 울컥 햇습니다 아름다운 영혼들의 진심 어린 대화 속에서 저 자신에게도 많은 위로가 되었습니다 진심으로 감동받았고 감사합니다,0.0
1723,워 ㅁㅊ 노래 진짜 좋다,0.0
1724,귀여운 사람이 귀엽다고 하니까 왜 이렇게 귀엽지,0.0
1725,태양은 언제나 멀죠 근데 우린 그 반짝이는 태양이 있어서 이 팍팍한 삶을 그래도 꾸역꾸역 살아가는 거 아닐까요,0.0
1726,거의 외웠으니까 눈물나,0.0
1727,위로가 되는 영상 ㅠㅠ,0.0
1728,훗날 이 아이들에게 힘이 되는 노래였음 좋겠다,0.0
1729,꽤 진지한 대화응원합니다 아이들,0.0
1730,저 아이 노래 직관적으로 잘 파악한 다 가사가 아름다운데 힘들어 보인다라니 무얼 훔치지 가 사 진짜 아름답고 절절하게 힘들어 하,0.0
1731,방패 만들러 갑니다,0.0
1732,저도 ㅠㅠ,0.0
1733,마음이 따뜻해지고 위로 받고 가요,0.0
1734,어른들도 힘겹게 살아가고 있는 이 시대 우리 아이들과의 대화로 음악으로 마음을 처방해주네요,0.0
1735,열등감 떨쳐내기 사춘기 아이들에게 정말 중요하죠,0.0
1736,와 노래 좋다 역시,0.0
1737,열등감에 매몰되지 않는 삶,0.0
1738,옷장에 숨겨 놓았던 꿈들을 몇 벌 꺼내서 입으려다 그냥 말았어 어울리지 않잖아 이 부분이 정말 공감되면서도 슬프네요 누구나 한 번쯤은 해봤을 고 민 같은,0.0
1739,아름답다,0.0
1740,마음과 영혼이 이 쁜 어린이와 어른이에 대화라 흐뭇하네요 그저 엄마 미소가 씨익,0.0
1741,아이들이라고 그냥 편하게 말하지 않고 끝까지 존댓말로 대화하는 모습 보기 좋아요 따뜻한 영상이네요,0.0
1742,묘한 울림이 가슴을 먹먹하게 하네요 아이들을 존중하며 대화하는 모습이 인상 깊어요,0.0
1743,다른 거 좀 잘하니까 이건 좀 못해도 괜찮아 ㅠㅠ,0.0
1744,아이들과 진심을 나누는 모습이 참 보기 좋네요 서로에게 집중하는 모습 멋져요,0.0
1745,아이들한테는 좀 어려운 주제가 아닐까 했었는데 어른인 나보다 낫다 ㅠㅠ,0.0
1746,애들이 나보다 낫다 쓸데없이 복잡하게 생각하는 으른 들 보다 백배 낫다 모두 쎄집시다,0.0
1747,와 우주제 대박,0.0
1748,며칠 전 부터 무한 반복 듣고 있는 노래를 여기서 듣다니 무거울 수도 아직 이해하기 힘들 수 있는 단어를 이야기 하는 모습이 보기 좋았어요,0.0
1749,는 항상 연출이 너무 좋아요 저 좁은 원룸에서 열 등감에 대한 이야기를 하니까 제 삶이 같이 대입되면서 슬프고 또 따스하게 느껴지네요,0.0
1750,아이들 앞에서 조금도 어른인척 무언가 답을 알고 있는 척 하지 않고 소근소근 컹컹 하면서 정직하게 이야기하는 모습이 참 따뜻하고 무얼 훔치지 노래 가사는 교과서에 실려도 좋을 것 같다,0.0
1751,너무 진솔한 대화로 마음이 따뜻해지네요 힘들 때마다 영상 보러 많이 올 것 같네요,0.0
1752,멋있어 ㅠ,0.0
1753,이렇게 울리기 있냐,0.0
1754,아 내 눈물 버튼,0.0
1755,괜찮아지잖아 아이는 힘들어하고 쓸쓸해하는 노래에게 괜찮아질 꺼라고 위로를 던져주는 마음으로 감상했나 봐요 그런 따뜻하고 용기가 아직 많은 아이의 귀에는 그렇지만 괜찮아지잖아라는 가사가 들렸나 봅니다 여러 생각을 하게 하는 장면입니다,0.0
1756,열등감으로 넘 치열하게 살았던 때가 생각나네요 아이가 말한 방패 그걸 못 찾았던 거 같아 스스로 막을 세우고 살았던 때 열등감을 이제 좀 더 자연스레 내 놓으며 나를 아끼는 모습을 보이네요 무얼 훔치지 넘 와 닿네요 진짜 좋아요,0.0
1757,열등감이라는 단어가 아무래도 눈에 보이지 않고 추상적이라 초등학생 친구들에게 정말 어렵게 느껴질 수도 있는데 노래 한 곡으로 설명이 되는 것 같아요,0.0
1758,아이들이 이 노래를 이해할까 그래도 노래가 너무 좋다,0.0
1759,주르르륵,0.0
1760,저도 저만의 방패를 열심히 구축해야겠어요 이 영상이 제 커다란 방패 중 한 켠을 차지할 것 같습니다 고맙습니다,0.0
1761,어디서 이런 아이들을 찾으시는지 순수하면서 진지하고 집중하고 대화가 되네요,0.0
1762,열등감을 없는 셈치고 정신 승리 한 게 아니라 제대로 마주하고 아파하고 고민했다는 게 느껴지네 가사가 진짜 절절하다 ㅜㅜㅠ,0.0
1763,말씀을 호감 있게 참 잘 하시는 분,0.0
1764,꾸밈없는 순수한 아이들의 생각과 발상에 놀라움을 금치 못하다가 가끔씩 빵 웃음이 터지기도 하고 짧은 시간에 여러 가지 감정이 교차되는 귀한 시간이었습니다,0.0
1765,무얼 훔치지 라이브 완곡으로 들어서 정말 감동 우리 모두 열등감에 매몰되지 않게 살아가 봅시다,0.0
1766,태양은 언제나 멀고 내가 닿을 수 있는 하늘은 늘 낡아 보이고 이야기에 노래에 위로받고 갑니다,0.0
1767,아이들과 열 등감이라는 주제로 대화를 어떻게 저렇게 할 수 있을까요 무얼 훔치지가 이렇게 눈물이 막 흐르는 노래인 걸 오늘에서야 알았네요,0.0
1768,열등감에 질 것 같을 때 다시 곱씹어 볼 영상,0.0
1769,글을 못 쓴다는 사람이 가사를 이렇게 씁니까 덕분에 위로 정말 많이 받아 요 이 사람 가사 덕분에 위로 받고 공감했고 좋은 사람이 되고 싶어졌어요 진짜 멋진 어른 나중에 책도 내줘요,0.0
1770,미쳤다 퍼포 노래 다 좋다,0.0
1771,ㄹㅇ 하이틴 영화에서 자기가 이쁜 거 아는 여주 옆에 있는 진짜 개이쁜 퀸 카 같다,0.0
1772,혹시 외국인인 가요,0.0
1773,전체 안무 최초 공개 영상입니다,0.0
1774,ㅠㅜㅜㅠ 진짜 이뻐 ㅠㅜㅠ,0.0
1775,진짜 너무너무너무 좋아 소미 언니 진짜 최고에 요 아니 너무 잘하구 예쁘구 매력 있고 보컬 너무 좋아요 그리고 콘셉도 초반부터 잘 정해서 나오는 곡마다 완전 취향 저격이에요,0.0
1776,이제 색깔 찾은 거 같네 곡도 안무도 좋다 처음으로,0.0
1777,열등감은 평생 같이 간다는 말이 맞다ㅠㅠㅠ 위로받고 갑니다ㅠㅠㅠㅠ,0.0
1778,무얼 훔치지는 언제 들어도 가슴이 먹먹해지는 감동을 주네요,0.0
1779,별나라 천사님들 천사 끼리 통하는 게 있네 있어 아이 에게 가서 배워라다 정한 음성 눈 높이가 착하네요,0.0
1780,아이들이 정말 언젠가 힘들 때 저 노래를 다시 꺼내서 듣고 이겨낼 수 있기를,0.0
1781,맞아요 많이 사람들에게 위로와 감동을 주는 자신을 누구보다 사랑하는 음악인이 되었으면 해요,0.0
1782,노래들으며 눈물을 흘렸네요 ㅠㅠ 감사합니다 최고,0.0
1783,열등감이라는 어려운 주제를 아이들과 대화를 할 수 있다니 오디쥐 칭찬합니다 이승윤님의 진솔한 이야기 잘 들었어 요 응원할께요,0.0
1784,괜찮아지잖아 ㅎㅎ 나중에 가사에 꼭 넣을께요 오오오오오 역시 말을 참 예쁘게 잘한다규,0.0
1785,나 울고 있어 흑흑,0.0
1786,사랑스럽다 ㅠㅠ,0.0
1787,노래 넘넘넘넘넘 잘한다 잘 부르셨어요,0.0
1788,열등감에 대한 이야 긴데 이상하게 힐링이 되고 위로를 받게 되는 영상,0.0
1789,다소 어려울 수 있는 열등감이라는 주제로 아이들과 대화를 따뜻하게 얘기 나누는 모습이 뭉클하네요 무얼 훔치지 노래 가사는 깊숙하게 감췄던 내 얘길 하는 거 같아 너무 와 닿았어요,0.0
1790,열등감은 벗으려고 해도 항상 따라 다니는 신발과도 같은 존재죠 이젠 버리려고 조차도 않게 되는 낡은 신발과도 같이 그냥 항시 같이 다니게 된다는 맑은 감성의 어린이들과의 교감이 감동적이었어요,0.0
1791,자신의 아픈 부분이 죠 그 부분을 잘 바라보고 스스로 감싸주고 더 사랑해 주어야죠,0.0
1792,원룸은 삶의 대피처 같은 곳이라는 말이 공감이 많이 됩니다 문 열고 나와줘서 고마워요,0.0
1793,너무 일찍 끝났는데 벌써 끝인 가 아이들과 도란 도란 나누는 이야기에 노래에 가 삿말에 빠져서 보다 보니 시간 순삭 이 조합 너무 조아 여 더 더 더 더 주 쎄요,0.0
1794,애들한테 얘기하고 불러주는 데 내가 위로 받고 있어 ㅠㅠ,0.0
1795,아이들을 대하는 모습에 엄청 따뜻함이 묻어난다,0.0
1796,아이들도 예쁘고 이승윤도 예쁘고 뭔가 마음이 뭉클 해지네요나의 최 애곡 무얼 훔치지 아이들 감상평도 너무 좋네요,0.0
1797,감사히 잘 봤습니다,0.0
1798,날짜들보다 오래된 발자국처럼 노래가 신발 아래서 들려와 포기하려 했는데 낡은 마음에 다 노래는 밝은 미소를 건네와 왜 내가 바라보아도 녹슬지 않는 지난 눈물을 훔치지내 꿈도 아직 녹슬지 않았어 승윤아 우리 힘내자,0.0
1799,내 꿈도 아직 녹슬지 않았어 같이 힘내자,0.0
1800,열등감이라는 주제를 어떻게 아이들과 마주할까 했는데 먼저 보여주네요 열등감으로 방구석에서 어떻게 살았는지 어떻게 나왔는지 나를 보여줬더니 아이들의 해결책에 눈물이 나네요 너무나 간단한 답을 어른은 모르고 아니 멀리하고 있다는 것을 방패는 내 속에 있다는 것을 아이들에게 배웁니다 아이들의 마음에서 물들지 않은 마음에서 위로의 답을 받고 모두 따스해집니다  정말 대단한 컨텐츠입니다 이렇게 그렇게 우린 서로 위로 받고 답들을 찾아 나서며 조금은 더 앞으로 나아가게 되군요 이승윤님의 담담한 대화가 울림이 있고 39 무얼 훔치지 39 라는 자기 성찰에 대한 노래가 내 자신을 더욱 세워주는 순간입니다 아이들의 시 선 아이들의 직관적인 해답 이승윤님의 겪어 나온 진솔하며 단단한 얘기 노래의 진심이 좋았습니다,0.0
1801,나 왜 울컥하지 아이들 생각이 순수하면서도 깊은 것 같아요 오늘도 1분처럼 후딱지나갔네요,0.0
1802,아니 참 ㅠㅠ,0.0
1803,너무 너무 빛나는 둘 너무 너무 사랑해요,0.0
1804,저 아이들을 보니까 자꾸만 그래 나도 저럴 때가 있었는데 하는 생각이 드네요 지금의 나를 돌아보게 되네요 맞아 나도 한 때는 어린 아이였지,0.0
1805,이 컨텐츠 정말 좋습니다 많이 위로 받았어요,0.0
1806,오랜만이에 요ㅠㅜ 새벽님이 건님 보고 싶어 할 거에요,0.0
1807,언니 사랑해 너무너무 보고 싶어,0.0
1808,나는 새벽님이 너무 보고 싶다 너무너무 미치도록 보고 싶다,0.0
1809,새벽 언니 이게 언니 마지막 모습 아니잖아요 언니는 지금 아주 더 멋진 사람으로 뷰티 크레이터로 단단한 이 정주로 살아가고 있잖아 잘 지내고 있는 거죠 안 봐도 뻔해 아주 많은 사람이 언니 기억하고 있으니까 하고 싶은 대로 다 다다다다 하고 지내기 항상 응원할게요 모두가 새벽을 사랑해 민건님도 파이팅이에 요,0.0
1810,방패라는 말에 눈물나고 무얼 훔치지에 눈물나고 아누구나 열 등감에 져버리던 시절 이 있죠 모두 힘내 길,0.0
1811,난 어른인데 이 영상 보고 있으니 엄청 위로 되고 힐링된 다 근데 저 11살 친구 넘 귀여워,0.0
1812,얘들아 너희 너무 귀엽고 생각이 깊은 거 같아 그 까만 아저씨 힘들고 흔들려도 꿈을 놓지 않고 이루어낸 아저씨란 다 너희도 꼭 그러길 바래,0.0
1813,이승윤은 아이들을 온전한 한 인격으로 대하네,0.0
1814,승윤님 노래 듣는데 왜 눈물이나 죠어쩜 이렇게 소통도 잘 하시는지,0.0
1815,그냥 아무 일도 없었던 것처럼 여느 때와 같이 즐겁고 반가운 새벽을 여는 건 영상인 것처럼 보고 갈려 고 했는데 새벽 언니 등장하자마자 울컥하고 제대로 쳐다볼 수가 없네요 정말로 예쁘고 사랑스러웠던 정주 언니 내가 많이 좋아했어요,0.0
1816,사람은 못하는 거 하나씩은 있어 이 말이 이렇게 큰 위안을 주는구나 아이들 앞에서 진심으로 노래하는 이 승윤 그 노래 가사와 대화가 나를 울렸다 이렇게 큰 감동 받은 지가 언젠지 가슴이 먹먹하다,0.0
1817,아이들의 한마디 한마디 가식 없는 표 정 이승윤의 진 중 한 말투와 태도 짧지만 많은 것을 생각하게 하는 진짜 좋은 영상,0.0
1818,아이들에게 저도 배우 고 가네요,0.0
1819,아이들을 따뜻하게 바라보며 대화하는 모습이 좋은 선생님 같네요 천진난만한 아이들도 진지하게 받아들이며 귀 기울여주는 모습도 정말 예쁘다 나중에 커서도 열등감이 생기면 이 승윤 음악인 무얼 훔치지 노래를 들으면서 힐링하길,0.0
1820,와 여운이 말도 못하겠네요,0.0
1821,위로받고 가요ㅠㅠ,0.0
1822,모두들 본인만의 열 등감과 사연을 가지고 있는데 그걸 누군가에게 털어놓는다는 건 진짜 어려운 일인 것 같음 그래서 그런지 자신의 열 등감을 인정하고 얘기하는 이 승윤이랑 꾸밈 없는 말로 위로 하고 공감해주는 아이들 모습이 너무 예쁘고 눈물나요 엉엉,0.0
1823,네 사람 너무 이쁘다 아ㅏㅏㅏㅏ,0.0
1824,나의 방패는 무엇인가 무엇이었나 생각해 보게 됩니다,0.0
1825,아마음이 이렇게 또 따뜻해지네요 늘 진심인 가사에 위로받아요,0.0
1826,정말 신 선하고 행복해져요 ㅎ,0.0
1827,눈물이 날 거 같아서 볼까 말까 했는데 영상 속에 새벽님과 민건님 그리고 조아까지 밝은 모습 보니 오히려 기분이 좋아지네요 새벽님도 그곳에서 이 영상 보면서 같이 웃고 있었으면 좋겠어요 민건님 항상 건강하시고 이렇게 영상 올려주셔서 정말 감사해요 다시 만나요,0.0
1828,언젠간 다시 만날 그날을 기 약하며 부디 웃는 얼굴로 다시 만날 수 있길 바래요,0.0
1829,어떤 마음이 든 간에 그 마음을 위로 해준 다 해도 채워지지는 않치만 정말 잘 이겨냈으며 좋겠습니다 저도 소중한 사람이 떠나간 마음 너무나도 잘 압니다 그 마음이 진정되고 회복하기까지의 시간은 오래 걸리지만 얼마나 걸리던 지 응원하고 꾸준히 새벽 언니를 위해 기도 할게요 새벽만 되면 언니가 그리워요 보고 싶고 햇살처럼 빛 났던 그 예쁜 미소가 가 그리우니 꿈에서라도  만났으며 좋겠네요 건님 화이팅하세요,0.0
1830,언니 지금은 아프지 않고 잘 계실거에 요 그니까 걱정하지 마시고 건이님 건강하세요,0.0
1831,보고 싶었어 정주 언니 나의 새벽 언니를 볼 수 있는 영상이 하나 더 생겨서 너무 좋다 난이 제 또 이 영상을 몇 번이고 보겠지 너무 보고 싶다 방금 봤는데 또 보고 싶네 또 보러 올게 요민건님 소중한 영상을 올려 주셔서 너무 감사해요 새벽 언니에겐 매번 편지를 쓰지만 민건님에겐 정말 몇 번이고 힘내시라고 보내고 싶었는데 무슨 말을 어떻게 해야 할지 고민만 하다 그렇게 결국 못 썼어요 다시 한번 마지 막 브이로그를 올려주셔서 감사합니다 나의 새벽 정주 언니 모두가 언니를 사랑해 너무 보고 싶다,0.0
1832,새 영상 목록을 내려 보다 너무 놀라 눈을 비벼 다시 확인 해봤어요 ㅎㅎ 두 분의 6주년 그 누구보다 뜨겁게 축 하드려 요,0.0
1833,새벽님 그곳에서는 안 아프고 행복하게 계실 테죠 ㅜㅜ 새벽님 환한 웃음이 일상 속에서 문득 문득 생각이 나네요 가족도 친구도 아니었지만 이상하게 계속 마음이 아려옵니다,0.0
1834,보자마자 언니가 하늘에서 내려 온 줄 알았어요 아니란 걸 알면서도 언니는 첫 모습도 천사였는데 끝까지 사랑스러운 사람이었어요,0.0
1835,눈물나서 못 볼 거 같아요 늘 행복하세요,0.0
1836,영상 올리기 까지 진짜 많은 고민과 수많은 생각 그리고 우리 새벽님 생각하며 영상을 올리셨을 텐데 진짜 감사해요 힘드실 텐데도 불구하고 영상 올려주셔서 진짜 감사하고 고마워요,0.0
