,comments,sentiment,tokens
11015,틀,1,['틀']
11016,성량이 너무 좋앜ㅋㅋㅋㅋㅋㅋ 스피커가 ㅋㅋㅋㅋㅋㅋㅋ,0,"['성량', '이', '너무', '좋앜', 'ㅋㅋㅋㅋㅋㅋ', '스피커', '가', 'ㅋㅋㅋㅋㅋㅋㅋ']"
11017,조인성 연기 ㅈㄴ 못함 ㅇㅈ,1,"['조인성', '연기', 'ㅈㄴ', '못', '함', 'ㅇㅈ']"
11018,저런 새끼 처벌은 죽 빵이면 된다 아니면 빠 따로 좀 맞던지,1,"['저런', '새끼', '처벌', '은', '죽', '빵', '이', '면', '된다', '아니면', '빠', '따로', '좀', '맞던지']"
11019,음더럽게 잘 생겼군,0,"['음', '더럽게', '잘', '생겼군']"
11020,하ㅠㅠ 이 분보고 바로 반했다 개 멋지다 ㅠㅠㅠ,0,"['하', 'ㅠㅠ', '이', '분', '보고', '바로', '반했다', '개', '멋지다', 'ㅠㅠㅠ']"
11021,안정환한테 뭐라 한 멧돼 지년 뭐냐 ㅋㅋㅋㅋㅋ,1,"['안정환', '한테', '뭐라', '한', '멧돼', '지', '년', '뭐', '냐', 'ㅋㅋㅋㅋㅋ']"
11022,ㅋㅋㅋㅋㅋㅋㄹㅇ 범죄자는 노이즈 존 1나 쌘 모자이크 넣더니 어머니들은 걍 다 보이네,1,"['ㅋㅋㅋㅋㅋㅋㄹㅇ', '범죄자', '는', '노이즈', '존', '1', '나', '쌘', '모자이크', '넣더니', '어머니', '들', '은', '걍', '다', '보이', '네']"
11023,저놈들이 않나 오니 잼 없네 쭈구리들이,1,"['저', '놈', '들', '이', '않나', '오니', '잼', '없네', '쭈', '구리', '들', '이']"
11024,여자임,0,"['여', '자임']"
11025,평상시 죄를 많이 지었기 때문에 열도는 저주 받았어 ㅉㅉㅉㅉㅉ 여전히 아직도 교화되지 않은 전범국 강력 전과자의 말로는 뻔하지요,1,"['평상시', '죄', '를', '많이', '지었기', '때문', '에', '열도', '는', '저주', '받았어', 'ㅉㅉㅉㅉㅉ', '여전히', '아직도', '교화', '되지', '않은', '전범', '국', '강력', '전과자', '의', '말', '로는', '뻔하지요']"
11026,카니지 변신 소름 돋아 ㄷㄷ,0,"['카니', '지', '변신', '소름', '돋아', 'ㄷㄷ']"
11027,항상 목숨 걸고 시민들의 생명을 구해 주시는 소방관 분들의 노고에 감사하고 구조하다가 순직하신 노명래 소방관님 잊지 않겠습니다ㅠㅠ 항상 가장 힘들고 좋은 일 하시는 분들인데 처우 좀 개선해 줬으면 좋겠네요,0,"['항상', '목숨', '걸고', '시민', '들', '의', '생명', '을', '구해', '주시', '는', '소방관', '분', '들', '의', '노고', '에', '감사하고', '구조', '하다가', '순직', '하신', '노', '명', '래', '소방관', '님', '잊지', '않겠습니다', 'ㅠㅠ', '항상', '가장', '힘들고', '좋은', '일', '하시는', '분', '들', '인데', '처우', '좀', '개선', '해', '줬으면', '좋겠네요']"
11028,어린이 역 이신 분 텐션 어린이급이 시 네ㅋㅋ,0,"['어린이', '역', '이신', '분', '텐션', '어린이', '급', '이', '시', '네', 'ㅋㅋ']"
11029,인종차별은 나쁜 것이다 그러니 맞기 전에 그만,0,"['인종차별', '은', '나쁜', '것', '이다', '그러니', '맞기', '전', '에', '그만']"
11030,너 요즘 마약하니,1,"['너', '요즘', '마약', '하니']"
11031,통베충 어서 오고,1,"['통베충', '어서', '오고']"
11032,내가 딸이 있다면 여성 군인은 안시킨다 아들도 군대 보내기 싫다,0,"['내', '가', '딸', '이', '있다면', '여성', '군인', '은', '안', '시킨다', '아들', '도', '군대', '보내기', '싫다']"
11033,진짜 아침 6시부터 소음 공해 발생하는데 미칠 지경입니다 ㄷㄷㄷㄷㄷ,0,"['진짜', '아침', '6시', '부터', '소음', '공해', '발생', '하는데', '미칠', '지경', '입니다', 'ㄷㄷㄷㄷㄷ']"
11034,피해자가 꼭 죽어나가야지 사건이 공론화되는 게 너무 화난다 언제까지 이런 식의 일 처리를 봐야 하나 나랑 상관없는 사람들인데도 넘 슬프고 화나 고 이런 사회에 사는 게 너무 싫다,0,"['피해자', '가', '꼭', '죽어나가야지', '사건', '이', '공론', '화', '되는', '게', '너무', '화난다', '언제', '까지', '이런', '식', '의', '일', '처리', '를', '봐야', '하나', '나', '랑', '상관없는', '사람', '들인데도', '넘', '슬프고', '화나', '고', '이런', '사회', '에', '사는', '게', '너무', '싫다']"
11035,무슨 죄야 이런 말 존 나 거슬리네,1,"['무슨', '죄', '야', '이런', '말', '존', '나', '거슬리네']"
11036,양성환 진짜 관종 새끼들 제발 좀 안 갔으면,1,"['양성환', '진짜', '관종', '새끼', '들', '제발', '좀', '안', '갔으면']"
11037,개념 팔아먹은 년 놈들이 이렇게 맞냐,1,"['개념', '팔', '아', '먹은', '년', '놈', '들', '이', '이렇게', '맞냐']"
11038,이렇게라도 새벽님을 눈에 담을 수 있게 영상 올려주셔서 감사해요 하늘에서 반짝거리며 행복하게 지 내고 있을 새벽님을 그리워하는 맘의 크기가 같을 순 없겠지만 민건님도 새벽님 부모님도 리지님도 건강하게 잘 지내시길 기도 할께여 새벽은 늘 오니깐 사랑해 새벽,0,"['이렇게라도', '새벽', '님', '을', '눈', '에', '담', '을', '수', '있게', '영상', '올려주셔서', '감사해요', '하늘', '에서', '반짝거리며', '행복하게', '지', '내고', '있을', '새벽', '님', '을', '그리워하는', '맘', '의', '크기', '가', '같을', '순', '없겠지만', '민건', '님', '도', '새벽', '님', '부모님', '도', '리지', '님', '도', '건강하게', '잘', '지내시길', '기도', '할께여', '새벽', '은', '늘', '오', '니깐', '사랑', '해', '새벽']"
11039,스쿼트 마니아 보빨은 첨봐도 하는데 초딩인가,1,"['스쿼트', '마니아', '보빨', '은', '첨', '봐도', '하는데', '초딩', '인가']"
11040,애휴 일베친일파 국민의 짐놈들 문재인 대통령님과 민주당 국회의원 분들한테만 괴롭히고 서울시장 선거도 부정선거로 당선되고 ㅉㅉ,1,"['애', '휴', '일베', '친일파', '국민', '의', '짐놈', '들', '문재인', '대통령', '님', '과', '민주당', '국회의원', '분', '들', '한테', '만', '괴롭히고', '서울시장', '선거', '도', '부정선거', '로', '당선', '되고', 'ㅉㅉ']"
11041,요즘 애미 없는 놈들이 운전대를 잡 낰ㅋㅋ,1,"['요즘', '애', '미', '없는', '놈', '들', '이', '운전대', '를', '잡', '낰', 'ㅋㅋ']"
11042,퇴출이 답이다,0,"['퇴', '출이', '답', '이다']"
11043,사고의 70 이상은 개택과 김 여사들이다,1,"['사고', '의', '70', '이상은', '개택', '과', '김', '여사', '들', '이다']"
11044,조그마한 권련만 쥐어지면 저런다,0,"['조그마한', '권련', '만', '쥐어지면', '저런다']"
11045,혀 깨물자 자 손대대 친일도 해가며 개망신이 길,1,"['혀', '깨물자', '자', '손대대', '친일', '도', '해가며', '개', '망신', '이', '길']"
11046,딴따라 광대 세키들 돈 번다고 지 글이 귀족인 쥴아나,1,"['딴', '따라', '광대', '세', '키', '들', '돈', '번다', '고', '지', '글', '이', '귀족', '인', '쥴아', '나']"
11047,언니 고양이 소리 듣고 저희 집 고양이가 뛰어 왔어요 ㅋㅋㅋㅠㅠ기영워내화님 사랑헤,0,"['언니', '고양이', '소리', '듣고', '저희', '집', '고양이', '가', '뛰어', '왔어요', 'ㅋㅋㅋㅠㅠ', '기', '영', '워', '내화', '님', '사랑', '헤']"
11048,하여간 전세계적으로 관종 새끼들은 어 딜 가나 문제구나 어 휴 ㅋㅋ,1,"['하여간', '전세계', '적', '으로', '관종', '새끼', '들', '은', '어', '딜', '가나', '문제', '구나', '어', '휴', 'ㅋㅋ']"
11049,살빼조님이 맛있게 드시면 된 거예요 저도 살빼조님이 행복하게 드시는 게 더 좋아요 ㅠㅠㅠㅠ저도 요즘 다이어트 중인데 그냥 먹고 싶은 거 조금씩 먹으면서 조절하고 있답니 닿ㅎㅎㅎ 같이 원하는 목표에 잘 도달했으면 좋겠어 효 항상 영상 잘 보구 있습니다 구독자분들도 계속 늘어서 제가 다 기분이 좋아 여ㅎㅎㅎ 더운 날 몸조심하세영,0,"['살빼', '조', '님', '이', '맛있게', '드시면', '된', '거', '예요', '저', '도', '살빼', '조', '님', '이', '행복하게', '드시는', '게', '더', '좋아요', 'ㅠㅠㅠㅠ', '저', '도', '요즘', '다이어트', '중', '인데', '그냥', '먹고', '싶은', '거', '조금씩', '먹으면서', '조절', '하고', '있답니', '닿', 'ㅎㅎㅎ', '같이', '원하는', '목표', '에', '잘', '도달', '했으면', '좋겠어', '효', '항상', '영상', '잘', '보구', '있습니다', '구', '독자', '분들', '도', '계속', '늘어서', '제', '가', '다', '기분', '이', '좋아', '여', 'ㅎㅎㅎ', '더운', '날', '몸조심', '하', '세영']"
11050,내가 지금 뭘 듣고 있는 거지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,"['내', '가', '지금', '뭘', '듣고', '있는', '거지', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']"
11051,일주어 터님 그릭요거트 다이어트 해주세요 제가 해보고 싶은데 살이 얼마나 빠질지 궁금해요,0,"['일', '주어', '터', '님', '그릭', '요거트', '다이어트', '해주세요', '제', '가', '해보고', '싶은데', '살이', '얼마나', '빠질지', '궁금해요']"
11052,섹시하지 않은 젖꼭지라면 하 무슨 뜻인지 알겠네 내가 만났던 여자들 중에 젖꼭지가 로케트 처럼 빨딱 서 고 선분홍색의 주름이 거의 없는 여자들은 전부 성감이 장난 아니었지 살짝 만 스쳐도 헉헉 그러면서 허리를 움찔 움 찔거리는 데 39내가 섹스 스킬이 이렇게 좋았나 39라는 생각이 들 정도 였어 그런데 젖꼭지가 검고 뭉툭한 여자들은 이 상하게 아프다고만 하고 쓰라리 다고 하더라고 내가 깨문 것도 아니고 진짜 정성껏 약하게 살살 해도 이 상하게 아프다면서 빨리 끝내라고 하고 참 천당과 지옥을 넘나들었었지 그래서 지금도 란 영이가 그리워,1,"['섹시하지', '않은', '젖꼭지', '라면', '하', '무슨', '뜻', '인지', '알겠네', '내', '가', '만났던', '여자', '들', '중', '에', '젖꼭지', '가', '로케트', '처럼', '빨딱', '서', '고', '선분', '홍색', '의', '주름', '이', '거의', '없는', '여자', '들', '은', '전부', '성감', '이', '장난', '아니었지', '살짝', '만', '스쳐도', '헉헉', '그러면서', '허리', '를', '움찔', '움', '찔', '거리', '는', '데', '39', '내', '가', '섹스', '스킬', '이', '이렇게', '좋았나', '39', '라는', '생각', '이', '들', '정도', '였어', '그런데', '젖꼭지', '가', '검고', '뭉툭', '한', '여자', '들', '은', '이', '상하', '게', '아프다고만', '하고', '쓰라리', '다고', '하더라고', '내', '가', '깨문', '것', '도', '아니고', '진짜', '정성껏', '약하게', '살살', '해도', '이', '상하', '게', '아프다면서', '빨리', '끝내', '라고', '하고', '참', '천당', '과', '지옥', '을', '넘나', '들었었지', '그래서', '지금', '도', '란', '영', '이', '가', '그리워']"
11053,김소현 언니 개롭힌 사람들 쌍년들,1,"['김소현', '언니', '개롭힌', '사람', '들', '쌍년', '들']"
11054,그건 법적으로 좆되 바보야,1,"['그건', '법적', '으로', '좆', '되', '바보', '야']"
11055,1번 택시들 저따구로 하면 내려서 좆나 패버려야 말쳐들음 운전도 좆 같이 하는 것들이,1,"['1', '번', '택시', '들', '저', '따구로', '하면', '내려서', '좆', '나', '패', '버려야', '말', '쳐', '들음', '운전', '도', '좆', '같이', '하는', '것', '들', '이']"
11056,어우 역겹다,1,"['어우', '역겹다']"
11057,음식으로 장난치면 쓰나,0,"['음식', '으로', '장난', '치면', '쓰나']"
11058,정신병 있음,1,"['정신병', '있음']"
11059,군인인데 기가 지니 뮤비 순위에도 올라왔더라 레트 로봇 침투력 진짜 ㅋㅋ,0,"['군인', '인데', '기', '가', '지니', '뮤비', '순위', '에도', '올라왔더라', '레트', '로봇', '침투', '력', '진짜', 'ㅋㅋ']"
11060,옛날에 세상에 이런 일이에서 어떤 아저씨가 공기 유압 로봇 만들어서 방송에 나온 적 있음 당시에 카이스트 교수들하고 박사들 찾아와서 기계 작동 원리 배우고감,0,"['옛날', '에', '세상', '에', '이런', '일이', '에서', '어떤', '아저씨', '가', '공기', '유압', '로봇', '만들어서', '방송', '에', '나온', '적', '있음', '당시', '에', '카이스트', '교수', '들', '하고', '박사', '들', '찾아와서', '기계', '작동', '원리', '배우고', '감']"
11061,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 앞으로 여차 하면 한서희를 정신병자로 만들 수도 있다는 말로 들린 다 더 러븐 제발 상장폐지 되기를,1,"['ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '앞', '으로', '여', '차', '하면', '한서희', '를', '정신병', '자', '로', '만들', '수도', '있다는', '말로', '들린', '다', '더', '러븐', '제발', '상장폐지', '되', '기를']"
11062,예능신이 다 ㅋㅋ,0,"['예능', '신', '이', '다', 'ㅋㅋ']"
11063,저런 년 사고 나서 디지는 영상 좀 올려줘봐요 에 이 시 발년아,1,"['저런', '년', '사고', '나서', '디지는', '영상', '좀', '올려줘', '봐요', '에', '이', '시', '발년', '아']"
11064,지수 부모가 짐승,1,"['지수', '부모', '가', '짐승']"
11065,김병우 부모님이랑 다툰 뒤 아이씨 짱나하고 집 밖에 나온 뒤 조용히 걍 독서실이나 가서 공부하자 하고 문제집 산 뒤 부모님 대신 이모한테 그 사이 부모님이 어디가냐고 연락했는데 안 받아서 이모한테 대신 물어봐 달라고 했을 수도 있고 나 문제집 사고 공부하다 갈게요 하고 말해 놓고 문자 내용상 평소 픽업해 준 거 같기도 하고 그러고 에 이 시 발 연락 두절,1,"['김병', '우', '부모님', '이랑', '다툰', '뒤', '아이', '씨', '짱', '나하', '고', '집', '밖에', '나온', '뒤', '조용히', '걍', '독서실', '이나', '가서', '공부', '하자', '하고', '문제', '집', '산', '뒤', '부모님', '대신', '이모', '한테', '그', '사이', '부모님', '이', '어디가', '냐', '고', '연락', '했는데', '안', '받아서', '이모', '한테', '대신', '물어봐', '달라', '고', '했을', '수도', '있고', '나', '문제', '집', '사고', '공부', '하다', '갈게요', '하고', '말', '해', '놓고', '문자', '내용', '상', '평소', '픽업', '해', '준', '거', '같기도', '하고', '그러고', '에', '이', '시', '발', '연락', '두절']"
11066,정수형 버릇 바로 나오시는 군 요 여읔시 형님이십니다,0,"['정수형', '버릇', '바로', '나오시는', '군', '요', '여', '읔', '시', '형님', '이십', '니', '다']"
11067,진짜 미 친놈인가,1,"['진짜', '미', '친놈', '인가']"
11068,날이 갈수록 멋찜 뿜뿜 어른이도 귀여운 영웅 사랑하고 응원해요,0,"['날', '이', '갈수록', '멋찜', '뿜뿜', '어른', '이', '도', '귀여운', '영웅', '사랑', '하고', '응원', '해요']"
11069,훈계하시는 분 꼰대 아니고 내가 생각하는 진짜 정의로 운 어른,0,"['훈계', '하시는', '분', '꼰대', '아니고', '내', '가', '생각', '하는', '진짜', '정의', '로', '운', '어른']"
11070,정말 깔끔한 노래에 요 그런데 정수형님의 목소리 들을 때마다 귓가에 계속 맴도네요 인형 때도 그랬는데 시간이 지나면 가장 많이 기억에 남는 그런 목소리입니다 잘 들었어요,0,"['정말', '깔끔한', '노래', '에', '요', '그런데', '정수형', '님', '의', '목소리', '들을', '때', '마다', '귓가', '에', '계속', '맴', '도', '네', '요', '인형', '때', '도', '그랬는데', '시간', '이', '지나면', '가장', '많이', '기억', '에', '남는', '그런', '목소리', '입니다', '잘', '들었어요']"
11071,언니한테 사랑에 빠져버렸네 덤덤해줘서 고마워요,0,"['언니', '한테', '사랑', '에', '빠져', '버렸네', '덤덤', '해줘서', '고마워요']"
11072,십 년이 지났네 아이고,0,"['십', '년', '이', '지났네', '아이고']"
11073,부모 마음을 다 안다고 해도 자녀들은 죽었다 깨나도 다 알 수 없는 게 부모 마음입니다,0,"['부모', '마음', '을', '다', '안다고', '해도', '자녀', '들', '은', '죽었다', '깨나', '도', '다', '알', '수', '없는', '게', '부모', '마음', '입니다']"
11074,보다가 암 걸릴 거 같아서 중도 포기,1,"['보다가', '암', '걸릴', '거', '같아서', '중도', '포기']"
11075,영상 올리기 까지 진짜 많은 고민과 수많은 생각 그리고 우리 새벽님 생각하며 영상을 올리셨을 텐데 진짜 감사해요 힘드실 텐데도 불구하고 영상 올려주셔서 진짜 감사하고 고마워요,0,"['영상', '올', '리기', '까지', '진짜', '많은', '고민', '과', '수많은', '생각', '그리고', '우리', '새벽', '님', '생각', '하며', '영상', '을', '올리셨을', '텐데', '진짜', '감사해요', '힘드실', '텐데', '도', '불구', '하고', '영상', '올려주셔서', '진짜', '감사하고', '고마워요']"
11076,어플이 진짜 있는 거 였네 ㅋㅋ뭐야 ㅋㅋ,0,"['어플', '이', '진짜', '있는', '거', '였네', 'ㅋㅋ', '뭐', '야', 'ㅋㅋ']"
11077,1인 1 메뉴 면 몰라 1인 1라면은 뭐야 ㅋㅋ,0,"['1', '인', '1', '메뉴', '면', '몰라', '1', '인', '1', '라면', '은', '뭐', '야', 'ㅋㅋ']"
11078,병신캍은 것 얼굴이나 들어 내놓고 지랄해라,1,"['병신캍', '은', '것', '얼굴', '이나', '들어', '내놓고', '지랄', '해라']"
11079,5번 같은 쓉 새끼들 때문에 차거리 여유 절대 안줌 저런 일 계속 보다 보니까 이젠 눈치밥도 존 나 생겨서 깜박이 도 안 키고 거리보는 새끼들 딱 보면 알게 됌 속도 순간적으로 존 나내서 절대 거리 안 줌 깜박이 미리 켜주면 양보해 줌 애미 애비 없는 새끼들,1,"['5', '번', '같은', '쓉', '새끼', '들', '때문', '에', '차', '거리', '여유', '절대', '안', '줌', '저런', '일', '계속', '보다', '보', '니까', '이', '젠', '눈치', '밥', '도', '존', '나', '생겨서', '깜박이', '도', '안', '키', '고', '거리', '보는', '새끼', '들', '딱', '보면', '알', '게', '됌', '속도', '순간', '적', '으로', '존', '나내서', '절대', '거리', '안', '줌', '깜박이', '미리', '켜주면', '양보', '해', '줌', '애', '미', '애비', '없는', '새끼', '들']"
11080,저도 작년에 4박5일로 다 낭갔는데 그때가 몇 년 만에 폭우가 온 날이었습니다ㅠㅠ,0,"['저', '도', '작년', '에', '4', '박', '5일', '로', '다', '낭', '갔는데', '그때', '가', '몇', '년', '만에', '폭우', '가', '온', '날이었습니다', 'ㅠㅠ']"
11081,해골이 변했는데 다이어 트래 ㅋ,1,"['해골', '이', '변했는데', '다', '이어', '트', '래', 'ㅋ']"
11082,예능에서 연기 보여주는 거 오글거려서 못 보는데 이건 몰입도가 지려서 수십 번 돌려봄,0,"['예능', '에서', '연기', '보여주는', '거', '오글거려서', '못', '보는데', '이건', '몰입도', '가', '지려서', '수십', '번', '돌려', '봄']"
11083,민폐 것들과 민 폐나라까지 ㅅㅂ,1,"['민폐', '것', '들', '과', '민', '폐', '나라', '까지', 'ㅅㅂ']"
11084,차 운전하는 애미디진 것들 아 디져라 좀 제 발좀,1,"['차', '운전', '하는', '애', '미디', '진', '것', '들', '아', '디져라', '좀', '제', '발좀']"
11085,쟤는 진자 생긴 거부터 나쁘게 생기지 않음 ㅋㅋ 누가 밀어주는 거냐 주인 공감이 아니던데,1,"['쟤', '는', '진자', '생긴', '거', '부터', '나쁘게', '생기지', '않음', 'ㅋㅋ', '누가', '밀어주는', '거', '냐', '주인', '공감', '이', '아니던데']"
11086,대가리 더 깨지면 되겠네 ㄲㄲ 정책 토론회에서 정치 이야기 말라는 건 무슨 대가 리냐 ㅋㅋㅋ,1,"['대가리', '더', '깨지면', '되겠네', 'ㄲㄲ', '정책', '토론회', '에서', '정치', '이야기', '말', '라는', '건', '무슨', '대가', '리', '냐', 'ㅋㅋㅋ']"
11087,정신병자들 나한테 좀 걸려라 제발,1,"['정신', '병자', '들', '나', '한테', '좀', '걸려라', '제발']"
11088,ㅇㅈ요 떡밥 계속 물어다 주는 아이돌 같아,0,"['ㅇㅈ', '요', '떡밥', '계속', '물어', '다', '주는', '아이돌', '같아']"
11089,엌 노래 좋다 ㅋㅋㅋㅋ 본인 색깔 찾았네,0,"['엌', '노래', '좋다', 'ㅋㅋㅋㅋ', '본인', '색깔', '찾았네']"
11090,역시 한국당 끝까지 역시 바뀌는 태도 한 번도 안 보이네 토론회와 서 정치 얘기나 하고 있고 참 대단하다 저러니까 학부모들이 한국당을 투표를 안 하고 민주당을 투표 하지 저런 분들 믿고 어떻게 하겠어,0,"['역시', '한국', '당', '끝', '까지', '역시', '바뀌는', '태도', '한', '번', '도', '안', '보이', '네', '토론회', '와', '서', '정치', '얘기', '나', '하고', '있고', '참', '대단하다', '저러니까', '학부모', '들', '이', '한국', '당', '을', '투표', '를', '안', '하고', '민주당', '을', '투표', '하지', '저런', '분들', '믿고', '어떻게', '하겠어']"
11091,이렇게 또 중국 때문에 지구가 망하는구나 환경 문제도 있고,1,"['이렇게', '또', '중국', '때문', '에', '지구', '가', '망하는구나', '환경', '문제', '도', '있고']"
11092,로드가 로드한 경기 하,0,"['로드', '가', '로드', '한', '경기', '하']"
11093,자동 회피로 트럭은 피한 거 아닌가,0,"['자동', '회피', '로', '트럭', '은', '피', '한', '거', '아닌가']"
11094,남자도 나옵니다,0,"['남자', '도', '나옵니다']"
11095,쓰레기 같은 것들이 지도자로 있으면 선수들이 뭘 보고 배우겠음 스포츠 협회 학교 니들 뭐하고 있음 저거 뇌물죄 아님 경찰은 놀고 있음,1,"['쓰레기', '같은', '것', '들', '이', '지도자', '로', '있으면', '선수', '들', '이', '뭘', '보고', '배우겠음', '스포츠', '협회', '학교', '니', '들', '뭐', '하고', '있음', '저', '거', '뇌물죄', '아님', '경찰', '은', '놀고', '있음']"
11096,표정이 개 억울함 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,"['표정', '이', '개', '억울함', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']"
11097,역시 시바 김 여사 세 킈들,1,"['역시', '시바', '김', '여사', '세', '킈들']"
11098,짱구라고 해서 과자인 줄ㅋㅋㅋㅋ,0,"['짱구', '라고', '해서', '과자', '인', '줄', 'ㅋㅋㅋㅋ']"
11099,석천이 형 진짜 좋으신 분 같은데 애들 입장에서는 게이 삼촌이 입양한 거에 대해서 부끄럽고 쪽 팔릴 수도 있을 듯 싶어요 저였으면 챙 피해서 학교 못 다녔어요,1,"['석천', '이', '형', '진짜', '좋으신', '분', '같은데', '애', '들', '입장', '에서는', '게이', '삼촌', '이', '입양', '한', '거', '에', '대해', '서', '부끄럽고', '쪽', '팔릴', '수도', '있을', '듯', '싶어요', '저', '였으면', '챙', '피해', '서', '학교', '못', '다녔어요']"
11100,나래충 극 혐이네 댓글 성비봐라 ㅋㅋㅋ 무겁다 무거워,1,"['나래', '충', '극', '혐', '이네', '댓글', '성비', '봐라', 'ㅋㅋㅋ', '무겁다', '무거워']"
11101,정류장 가기 바로 전에 공사 중이라 길도 막혀 있고 가로수도 없는 공간 있는데요 거기에 임시로 설치만 했어도 건물에 깔리진 않았을 듯 사고 순간이 어떻게 될 진 모르지만 주변 공사 예정인 부지에 건물 다 철거하고 저 건물만 덩그러니 남아 있는데 버스가 정차하고 출발하는 정류장을 중심에 그대로 뒀다는 것도 문제죠 실제 정차하는 순간 사고가 나기도 했고요,0,"['정류장', '가기', '바로', '전', '에', '공사', '중이', '라', '길도', '막혀', '있고', '가로수', '도', '없는', '공간', '있는데요', '거기', '에', '임시', '로', '설치', '만', '했어도', '건물', '에', '깔리진', '않았을', '듯', '사고', '순간', '이', '어떻게', '될', '진', '모르지만', '주변', '공사', '예정', '인', '부지', '에', '건물', '다', '철거', '하고', '저', '건물', '만', '덩', '그러니', '남아', '있는데', '버스', '가', '정차', '하고', '출발', '하는', '정류장', '을', '중심', '에', '그대로', '뒀다는', '것', '도', '문제', '죠', '실제', '정차', '하는', '순간', '사고', '가', '나기', '도', '했고요']"
11102,그럴 줄 알았다 군대에서 다친 거냐가기 전에 다친 거냐 어차피 훈련소만 갈꺼였네 계산된 거지 뭐 누가 보면 국 대 금메달리스트인 줄,1,"['그럴', '줄', '알았다', '군대', '에서', '다친', '거', '냐', '가기', '전', '에', '다친', '거', '냐', '어차피', '훈련소', '만', '갈꺼였네', '계산', '된', '거지', '뭐', '누가', '보면', '국', '대', '금메달', '리스트', '인', '줄']"
11103,다시 한 번 느낀 다 여자 사진은 믿지 마라,1,"['다시', '한', '번', '느낀', '다', '여자', '사진', '은', '믿지', '마라']"
11104,이종석은 이 해가 안 간 다 조인성이 저러는 건 이해하겠어 근데 이종석은 아니잖아 지가 조각 미남인 줄 아나,1,"['이종석', '은', '이', '해', '가', '안', '간', '다', '조인성', '이', '저러는', '건', '이해', '하겠어', '근데', '이종석', '은', '아니잖아', '지가', '조각', '미남', '인', '줄', '아', '나']"
11105,군대가는 게 눈물이나 나 이거도 럿네,-1,"['군대', '가는', '게', '눈물', '이나', '나', '이', '거도', '럿', '네']"
11106,유모차 차주 개 도 라이년,1,"['유모차', '차주', '개', '도', '라이', '년']"
11107,저런 게 감독이냐 독감 같은 놈이지,1,"['저런', '게', '감독', '이냐', '독감', '같은', '놈', '이지']"
11108,백종원 백종원 백정,1,"['백종원', '백종원', '백정']"
11109,마지막에 인터뷰도 멋지네요,0,"['마지막', '에', '인터뷰', '도', '멋지네요']"
11110,히트곡이 없는데 추억팔이가 되는 놀라운 조선식 방송국 연예매니징ㅋㅋ 기획사 소속사 걍 문 닫던 가 방송국 밑으로 겨 들어가라,1,"['히트', '곡', '이', '없는데', '추억', '팔이', '가', '되는', '놀라운', '조선', '식', '방송국', '연', '예매', '니', '징', 'ㅋㅋ', '기획사', '소속사', '걍', '문', '닫던', '가', '방송국', '밑', '으로', '겨', '들어가라']"
11111,태권도 정말 숨 죽이고 봤네요 이대훈 선수 수고하셨습니다 라쉬 토프가 우승한 걸 보니 정말 강한상대였네요 결과는 아쉽지만 정말 수고 하셨습니다,0,"['태권도', '정말', '숨', '죽', '이고', '봤네요', '이대훈', '선수', '수고', '하셨습니다', '라', '쉬', '토프', '가', '우승한', '걸', '보니', '정말', '강한', '상대', '였네요', '결과', '는', '아쉽지만', '정말', '수고', '하셨습니다']"
11112,에이 이건 아니죠 직업에 귀천이 어딨어요,0,"['에이', '이건', '아니죠', '직업', '에', '귀', '천이', '어딨어요']"
11113,결승선 앞에서 쳐 막 고 미는 새끼들 진짜 씨 1발 새끼라는 말 밖에 안 나오네,1,"['결승선', '앞', '에서', '쳐', '막', '고', '미는', '새끼', '들', '진짜', '씨', '1', '발', '새끼', '라는', '말', '밖에', '안', '나오네']"
11114,지수는 눈매가 않 좋더니만 ㅉㅉ,1,"['지수', '는', '눈매', '가', '않', '좋더니만', 'ㅉㅉ']"
11115,아이 한테 위로를 받네요 나도 잘하는 게 있어 고마워 ㅎ 그리고 무얼 훔치지 노래도 마음을 위로해 주네요,0,"['아이', '한테', '위로', '를', '받네요', '나도', '잘', '하는', '게', '있어', '고마워', 'ㅎ', '그리고', '무얼', '훔치지', '노래', '도', '마음', '을', '위로', '해', '주네', '요']"
11116,할 말이 없다 행복해 보이는 영상인데 왜 이렇게 아플까,0,"['할', '말', '이', '없다', '행복해', '보이는', '영상', '인데', '왜', '이렇게', '아플까']"
11117,축구 야구 전부 나가리 됐으니 여자 배구 뿐이다,0,"['축구', '야구', '전부', '나가리', '됐으니', '여자', '배구', '뿐', '이다']"
11118,인종차별은 백인 보단 흑인이 더 하던 데,0,"['인종차별', '은', '백인', '보단', '흑인', '이', '더', '하던', '데']"
